NO,Nilai,Kurs Jual,Kurs Beli,Tanggal,kurs_tengah,log_return
446,1,15687.05,15530.95,2024-10-14,15609.0,-0.003134297509446242
445,1,15658.91,15503.09,2024-10-15,15581.0,-0.0017954477410585734
444,1,15632.77,15477.23,2024-10-16,15555.0,-0.0016700928856171857
443,1,15613.68,15458.32,2024-10-17,15536.0,-0.0012222188006312527
442,1,15593.58,15438.42,2024-10-18,15516.0,-0.0012881619712483943
441,1,15543.33,15388.67,2024-10-21,15466.0,-0.003227683390877023
440,1,15542.33,15387.67,2024-10-22,15465.0,-6.46600498107744e-05
439,1,15637.8,15482.2,2024-10-23,15560.0,0.006124112613212525
438,1,15698.1,15541.9,2024-10-24,15620.0,0.0038486256612944563
437,1,15670.97,15515.03,2024-10-25,15593.0,-0.001730048808791484
436,1,15707.15,15550.85,2024-10-28,15629.0,0.0023060672573082066
435,1,15807.65,15650.35,2024-10-29,15729.0,0.006377979398448932
434,1,15838.8,15681.2,2024-10-30,15760.0,0.0019689421712277416
433,1,15810.66,15653.34,2024-10-31,15732.0,-0.001778229860169922
432,1,15783.52,15626.48,2024-11-01,15705.0,-0.0017177215789531985
431,1,15801.61,15644.39,2024-11-04,15723.0,0.0011454754975289804
430,1,15829.75,15672.25,2024-11-05,15751.0,0.0017792468314595353
429,1,15844.83,15687.17,2024-11-06,15766.0,0.000951867318118107
428,1,15919.2,15760.8,2024-11-07,15840.0,0.004682663748563265
427,1,15845.83,15688.17,2024-11-08,15767.0,-0.004619238130935044
426,1,15749.35,15592.65,2024-11-11,15671.0,-0.006107277714265751
425,1,15755.39,15598.61,2024-11-12,15677.0,0.00038279954531510093
424,1,15849.85,15692.15,2024-11-13,15771.0,0.005978140419026661
423,1,15860.91,15703.09,2024-11-14,15782.0,0.0006972395934225623
422,1,15952.36,15793.64,2024-11-15,15873.0,0.00574950249126112
421,1,15967.44,15808.56,2024-11-18,15888.0,0.000944554712712409
420,1,15927.24,15768.76,2024-11-19,15848.0,-0.002520797906566932
419,1,15895.08,15736.92,2024-11-20,15816.0,-0.0020212235279340016
418,1,15937.29,15778.71,2024-11-21,15858.0,0.002652018981891414
417,1,16021.71,15862.29,2024-11-22,15942.0,0.005283031155524213
416,1,15990.56,15831.44,2024-11-25,15911.0,-0.0019464420800120346
415,1,15943.32,15784.68,2024-11-26,15864.0,-0.0029583027082246177
414,1,16009.65,15850.35,2024-11-28,15930.0,0.0041517327044623435
413,1,15943.32,15784.68,2024-11-29,15864.0,-0.004151732704462324
412,1,15935.28,15776.72,2024-12-02,15856.0,-0.000504413629862683
411,1,15984.52,15825.48,2024-12-03,15905.0,0.003085547613475328
410,1,16029.75,15870.25,2024-12-04,15950.0,0.0028253040297461975
409,1,16036.78,15877.22,2024-12-05,15957.0,0.00043877519743671804
408,1,15971.46,15812.54,2024-12-06,15892.0,-0.004081766475937725
407,1,15927.24,15768.76,2024-12-09,15848.0,-0.0027725285561027
406,1,15940.31,15781.69,2024-12-10,15861.0,0.0008199565251731171
405,1,15953.37,15794.63,2024-12-11,15874.0,0.0008192847472609586
404,1,15984.52,15825.48,2024-12-12,15905.0,0.001950974532423624
403,1,16018.69,15859.31,2024-12-13,15939.0,0.0021354109358083895
402,1,16066.93,15907.07,2024-12-16,15987.0,0.0030069558458389253
401,1,16099.09,15938.91,2024-12-17,16019.0,0.001999625736591629
400,1,16130.25,15969.75,2024-12-18,16050.0,0.001933331856678364
399,1,16180.5,16019.5,2024-12-19,16100.0,0.00311042241439233
398,1,16358.39,16195.61,2024-12-20,16277.0,0.010933796418943749
397,1,16351.35,16188.65,2024-12-23,16270.0,-0.0004301471784147289
396,1,16239.8,16078.2,2024-12-24,16159.0,-0.00684575124083564
395,1,16289.04,16126.96,2024-12-27,16208.0,0.003027777516216672
394,1,16332.25,16169.75,2024-12-30,16251.0,0.002649497837543979
393,1,16242.81,16081.19,2024-12-31,16162.0,-0.005491637532615602
392,1,16237.78,16076.22,2025-01-02,16157.0,-0.0003094155165624025
391,1,16317.18,16154.82,2025-01-03,16236.0,0.004877606681957852
390,1,16298.08,16135.92,2025-01-06,16217.0,-0.001170924239413968
389,1,16273.97,16112.03,2025-01-07,16193.0,-0.0014810246459035596
388,1,16249.84,16088.16,2025-01-08,16169.0,-0.0014832213336562262
387,1,16282.0,16120.0,2025-01-09,16201.0,0.001977139970603567
386,1,16319.19,16156.81,2025-01-10,16238.0,0.00228120571197361
385,1,16274.97,16113.03,2025-01-13,16194.0,-0.0027133711763321073
384,1,16362.41,16199.59,2025-01-14,16281.0,0.005357980485454952
383,1,16346.33,16183.67,2025-01-15,16265.0,-0.0009832238240626819
382,1,16392.56,16229.44,2025-01-16,16311.0,0.0028241669065784177
381,1,16459.89,16296.11,2025-01-17,16378.0,0.004099244016103129
380,1,16454.87,16291.14,2025-01-20,16373.005,-0.0003050288098779992
379,1,16453.86,16290.14,2025-01-21,16372.0,-6.138340796195601e-05
378,1,16412.65,16249.34,2025-01-22,16330.995,-0.0025077227017841672
377,1,16408.63,16245.36,2025-01-23,16326.995,-0.0002449630255874642
376,1,16357.38,16194.62,2025-01-24,16276.0,-0.0031282427633414762
375,1,16281.0,16119.0,2025-01-30,16200.0,-0.004680387901105104
374,1,16340.3,16177.7,2025-01-31,16259.0,0.0036353593750797267
373,1,16393.56,16230.44,2025-02-03,16312.0,0.003254431658736003
372,1,16535.26,16370.74,2025-02-04,16453.0,0.008606798132359088
371,1,16446.83,16283.17,2025-02-05,16365.0,-0.005362923451369244
370,1,16389.54,16226.46,2025-02-06,16308.0,-0.00348912299613685
369,1,16411.65,16248.35,2025-02-07,16330.0,0.0013481220253667935
368,1,16406.63,16243.38,2025-02-10,16325.005000000001,-0.00030592554121217303
367,1,16431.75,16268.25,2025-02-11,16350.0,0.0015299159021009076
366,1,16461.9,16298.1,2025-02-12,16380.0,0.0018331810816609117
365,1,16445.82,16282.18,2025-02-13,16364.0,-0.0009772783577712298
364,1,16446.83,16283.17,2025-02-14,16365.0,6.110788599178674e-05
363,1,16366.42,16203.58,2025-02-17,16285.0,-0.00490046922494706
362,1,16289.04,16126.96,2025-02-18,16208.0,-0.004739491221869199
361,1,16356.38,16193.63,2025-02-19,16275.005,0.004125547807920276
360,1,16438.78,16275.22,2025-02-20,16357.0,0.005025444962140805
359,1,16425.72,16262.28,2025-02-21,16344.0,-0.0007950827610676679
358,1,16381.5,16218.5,2025-02-24,16300.0,-0.0026957497026042308
357,1,16384.51,16221.49,2025-02-25,16303.0,0.0001840321448006641
356,1,16397.58,16234.42,2025-02-26,16316.0,0.0007970814977947373
355,1,16468.94,16305.07,2025-02-27,16387.004999999997,0.004342421228640388
354,1,16513.15,16348.84,2025-02-28,16430.995000000003,0.002680847482853293
353,1,16657.88,16492.13,2025-03-03,16575.005,0.008726347564200376
352,1,16588.53,16423.47,2025-03-04,16506.0,-0.0041718865605135
351,1,16525.22,16360.78,2025-03-05,16443.0,-0.0038240964384033942
350,1,16452.85,16289.15,2025-03-06,16371.0,-0.004388377859884419
349,1,16396.58,16233.42,2025-03-07,16315.0,-0.0034265468269206157
348,1,16417.68,16254.32,2025-03-10,16336.0,0.001286331377025891
347,1,16407.63,16244.37,2025-03-11,16326.0,-0.000612332393145477
346,1,16512.15,16347.85,2025-03-12,16430.0,0.006350003020012573
345,1,16535.26,16370.74,2025-03-13,16453.0,0.001398899355336264
344,1,16510.14,16345.86,2025-03-14,16428.0,-0.0015206353102009216
343,1,16473.96,16310.04,2025-03-17,16392.0,-0.0021937851577135507
342,1,16460.9,16297.1,2025-03-18,16379.0,-0.000793384436356109
341,1,16514.16,16349.84,2025-03-19,16432.0,0.0032306266859598973
340,1,16610.64,16445.36,2025-03-20,16528.0,0.0058252591910802455
339,1,16563.4,16398.6,2025-03-21,16481.0,-0.0028477101252397507
338,1,16583.51,16418.49,2025-03-24,16501.0,0.0012127828786248798
337,1,16643.81,16478.19,2025-03-25,16561.0,0.0036295484766859965
336,1,16705.11,16538.89,2025-03-26,16622.0,0.003676585523480647
335,1,16670.94,16505.06,2025-03-27,16588.0,-0.002047576746699729
334,1,16648.83,16483.17,2025-04-08,16566.0,-0.0013271402080624634
333,1,16933.24,16764.76,2025-04-09,16849.0,0.01693890568017581
332,1,17027.72,16858.28,2025-04-10,16943.0,0.005563461319720968
331,1,16862.9,16695.1,2025-04-11,16779.0,-0.009726664668408635
330,1,16889.03,16720.97,2025-04-14,16805.0,0.001548356669508316
329,1,16856.87,16689.13,2025-04-15,16773.0,-0.001906010464451038
328,1,16899.08,16730.92,2025-04-16,16815.0,0.002500894479615035
327,1,16929.22,16760.78,2025-04-17,16845.0,0.0017825316662833468
326,1,16917.17,16748.83,2025-04-21,16833.0,-0.0007126314215715973
325,1,16892.04,16723.96,2025-04-22,16808.0,-0.0014862818942453567
324,1,16946.31,16777.69,2025-04-23,16862.0,0.003207605957784538
323,1,16964.4,16795.6,2025-04-24,16880.0,0.0010669196673270544
322,1,16968.42,16799.58,2025-04-25,16884.0,0.00023693875244117758
321,1,16913.15,16744.85,2025-04-28,16829.0,-0.003262839189316059
320,1,16946.31,16777.69,2025-04-29,16862.0,0.0019589807695475753
319,1,16870.94,16703.06,2025-04-30,16787.0,-0.004457792160207025
318,1,16762.4,16595.6,2025-05-02,16679.0,-0.006454334245240866
317,1,16575.47,16410.53,2025-05-05,16493.0,-0.011214394629020902
316,1,16503.1,16338.9,2025-05-06,16421.0,-0.004375044956314852
315,1,16554.36,16389.64,2025-05-07,16472.0,0.0031009662157879124
314,1,16615.67,16450.33,2025-05-08,16533.0,0.0036964138437196236
313,1,16579.49,16414.51,2025-05-09,16497.0,-0.002179837375420614
312,1,16614.66,16449.34,2025-05-14,16532.0,0.00211935045569861
311,1,16650.84,16485.16,2025-05-15,16568.0,0.0021752274437971952
310,1,16617.67,16452.33,2025-05-16,16535.0,-0.001993777659526924
309,1,16506.12,16341.88,2025-05-19,16424.0,-0.006735666717123655
308,1,16537.28,16372.73,2025-05-20,16455.004999999997,0.0018860065376339415
307,1,16488.03,16323.97,2025-05-21,16406.0,-0.002982564673708177
306,1,16495.06,16330.93,2025-05-22,16412.995000000003,0.00042627753262565156
305,1,16394.56,16231.43,2025-05-23,16312.995,-0.006111369663080335
304,1,16370.44,16207.56,2025-05-26,16289.0,-0.0014719960746354325
303,1,16288.03,16125.97,2025-05-27,16207.0,-0.005046785699485427
302,1,16336.27,16173.73,2025-05-28,16255.0,0.0029573060798861574
301,1,16381.5,16218.5,2025-06-02,16300.0,0.0027645540568479797
300,1,16378.49,16215.51,2025-06-03,16297.0,-0.00018406601886488533
299,1,16369.44,16206.56,2025-06-04,16288.0,-0.0005524014257395201
298,1,16386.53,16223.48,2025-06-05,16305.005,0.0010434755275237151
297,1,16358.39,16195.61,2025-06-10,16277.0,-0.0017190474862747147
296,1,16357.38,16194.62,2025-06-11,16276.0,-6.14382699176446e-05
295,1,16346.33,16183.67,2025-06-12,16265.0,-0.0006760702141286925
294,1,16318.18,16155.82,2025-06-13,16237.0,-0.0017229713203374642
293,1,16374.47,16211.53,2025-06-16,16293.0,0.0034429791158406375
292,1,16377.48,16214.52,2025-06-17,16296.0,0.00018411120368684114
291,1,16362.41,16199.59,2025-06-18,16281.0,-0.000920895175127227
290,1,16400.6,16237.41,2025-06-19,16319.005,0.0023315957906962195
289,1,16459.89,16296.11,2025-06-20,16378.0,0.0036085913079230043
288,1,16480.99,16317.0,2025-06-23,16398.995000000003,0.0012810816166257686
287,1,16566.42,16401.58,2025-06-24,16484.0,0.005170161011948703
286,1,16451.85,16288.15,2025-06-25,16370.0,-0.00693982209352733
285,1,16373.46,16210.54,2025-06-26,16292.0,-0.004776201596877402
284,1,16314.17,16151.83,2025-06-30,16233.0,-0.0036279824574581955
283,1,16312.16,16149.84,2025-07-01,16231.0,-0.00012321340577437143
282,1,16272.96,16111.04,2025-07-02,16192.0,-0.0024057008178784882
281,1,16317.18,16154.82,2025-07-03,16236.0,0.0027137058715963258
280,1,16290.05,16127.95,2025-07-04,16209.0,-0.0016643554466129302
279,1,16285.02,16122.98,2025-07-07,16204.0,-0.0003085181895942477
278,1,16318.18,16155.82,2025-07-08,16237.0,0.0020344632645332337
277,1,16319.19,16156.81,2025-07-09,16238.0,6.158583527733764e-05
276,1,16335.27,16172.73,2025-07-10,16254.0,0.0009848578907583427
275,1,16301.1,16138.9,2025-07-11,16220.0,-0.00209398364374624
274,1,16302.1,16139.9,2025-07-14,16221.0,6.165038071053103e-05
273,1,16328.24,16165.76,2025-07-15,16247.0,0.0016015772796357465
272,1,16362.41,16199.59,2025-07-16,16281.0,0.002090507401764081
271,1,16369.44,16206.56,2025-07-17,16288.0,0.0004298566187348823
270,1,16410.65,16247.35,2025-07-18,16329.0,0.002514027752060362
269,1,16382.5,16219.5,2025-07-21,16301.0,-0.0017162124960199616
268,1,16411.65,16248.35,2025-07-22,16330.0,0.0017774513582210693
267,1,16388.53,16225.47,2025-07-23,16307.0,-0.0014094435032336043
266,1,16379.49,16216.51,2025-07-24,16298.0,-0.0005520625811121115
265,1,16364.42,16201.58,2025-07-25,16283.0,-0.0009207821159448475
264,1,16406.63,16243.38,2025-07-28,16325.005000000001,0.0025763626590783535
263,1,16422.71,16259.3,2025-07-29,16341.005,0.0009796116072649944
262,1,16480.99,16317.0,2025-07-30,16398.995000000003,0.003542459416195702
261,1,16468.94,16305.07,2025-07-31,16387.004999999997,-0.0007314097806698158
260,1,16541.29,16376.7,2025-08-01,16458.995000000003,0.004383493592769485
259,1,16576.47,16411.53,2025-08-04,16494.0,0.00212454213444176
258,1,16469.94,16306.06,2025-08-05,16388.0,-0.00644731872653897
257,1,16469.94,16306.06,2025-08-06,16388.0,0.0
256,1,16460.9,16297.1,2025-08-07,16379.0,-0.0005493331843821636
255,1,16393.56,16230.44,2025-08-08,16312.0,-0.004098993228088404
254,1,16380.5,16217.5,2025-08-11,16299.0,-0.0007972770346583203
253,1,16334.26,16171.74,2025-08-12,16253.0,-0.002826249116456816
252,1,16379.49,16216.51,2025-08-13,16298.0,0.0027648937769892495
251,1,16318.18,16155.82,2025-08-14,16237.0,-0.003749812293050722
250,1,16189.55,16028.45,2025-08-15,16109.0,-0.007914466589148808
249,1,16242.81,16081.19,2025-08-19,16162.0,0.003284685795427456
248,1,16322.2,16159.8,2025-08-20,16241.0,0.004876101381209968
247,1,16372.45,16209.55,2025-08-21,16291.0,0.0030738988915664563
246,1,16364.42,16201.58,2025-08-22,16283.0,-0.000491189301949098
245,1,16421.7,16258.3,2025-08-25,16340.0,0.003494470649773557
244,1,16336.27,16173.73,2025-08-26,16255.0,-0.005215535675988141
243,1,16358.39,16195.61,2025-08-27,16277.0,0.0013525146534924784
242,1,16436.78,16273.23,2025-08-28,16355.005,0.00478089829784553
241,1,16437.78,16274.22,2025-08-29,16356.0,6.0835795189329324e-05
240,1,16543.31,16378.69,2025-09-01,16461.0,0.006399144242552239
239,1,16545.31,16380.68,2025-09-02,16462.995000000003,0.00012118820953801567
238,1,16500.09,16335.91,2025-09-03,16418.0,-0.002736841028411642
237,1,16506.12,16341.88,2025-09-04,16424.0,0.0003653857905581345
236,1,16520.19,16355.81,2025-09-08,16438.0,0.0008520480096757367
235,1,16429.74,16266.26,2025-09-09,16348.0,-0.005490162024277349
234,1,16544.31,16379.69,2025-09-10,16462.0,0.006949128848421353
233,1,16539.28,16374.72,2025-09-11,16457.0,-0.0003037759372064362
232,1,16550.34,16385.66,2025-09-12,16468.0,0.0006681852944124537
231,1,16472.96,16309.05,2025-09-15,16391.004999999997,-0.004686395155030085
230,1,16487.03,16322.98,2025-09-16,16405.004999999997,0.0008537624455166909
229,1,16466.92,16303.08,2025-09-17,16385.0,-0.0012201890473669114
228,1,16512.15,16347.85,2025-09-18,16430.0,0.0027426498983987523
227,1,16580.49,16415.51,2025-09-19,16498.0,0.0041302293893632
226,1,16660.89,16495.11,2025-09-22,16578.0,0.004837353730794571
225,1,16690.03,16523.97,2025-09-23,16607.0,0.0017477780552814862
224,1,16719.18,16552.82,2025-09-24,16636.0,0.0017447286560492098
223,1,16763.4,16596.6,2025-09-25,16680.0,0.002641375049935534
222,1,16835.76,16668.24,2025-09-26,16752.0,0.00430725719758027
221,1,16858.88,16691.13,2025-09-29,16775.005,0.0013723267921132549
220,1,16763.4,16596.6,2025-09-30,16680.0,-0.005679583989693605
219,1,16775.46,16608.54,2025-10-01,16692.0,0.0007191657987054193
218,1,16763.4,16596.6,2025-10-02,16680.0,-0.0007191657987054853
217,1,16695.06,16528.94,2025-10-03,16612.0,-0.004085071162093613
216,1,16694.06,16527.94,2025-10-06,16611.0,-6.0199259567263256e-05
215,1,16680.99,16515.01,2025-10-07,16598.0,-0.0007829203326835421
214,1,16642.8,16477.2,2025-10-08,16560.0,-0.0022920572191426226
213,1,16689.03,16522.97,2025-10-09,16606.0,0.0027739268827252244
212,1,16616.67,16451.33,2025-10-10,16534.0,-0.0043452090093550515
211,1,16667.92,16502.08,2025-10-13,16585.0,0.003079805568531944
210,1,16662.9,16497.1,2025-10-14,16580.0,-0.0003015226918668473
209,1,16659.88,16494.12,2025-10-15,16577.0,-0.00018095726441998418
208,1,16659.88,16494.12,2025-10-16,16577.0,0.0
207,1,16662.9,16497.1,2025-10-17,16580.0,0.00018095726441985703
206,1,16672.95,16507.05,2025-10-20,16590.0,0.000602954495204124
205,1,16667.92,16502.08,2025-10-21,16585.0,-0.00030143180333742475
204,1,16671.94,16506.06,2025-10-22,16589.0,0.0002411527111222742
203,1,16700.08,16533.92,2025-10-23,16617.0,0.0016864426089385374
202,1,16728.22,16561.78,2025-10-24,16645.0,0.001683603307911672
201,1,16713.15,16546.85,2025-10-27,16630.0,-0.0009015778221519439
200,1,16711.14,16544.86,2025-10-28,16628.0,-0.0001202718144453092
199,1,16705.11,16538.89,2025-10-29,16622.0,-0.00036090225955640444
198,1,16714.15,16547.85,2025-10-30,16631.0,0.0005413045571682957
197,1,16723.2,16556.8,2025-10-31,16640.0,0.0005410117050596148
196,1,16708.13,16541.88,2025-11-03,16625.005,-0.0009015480993101709
195,1,16747.32,16580.68,2025-11-04,16664.0,0.002342816664918538
194,1,16807.62,16640.38,2025-11-05,16724.0,0.0035941095356476407
193,1,16812.65,16645.35,2025-11-06,16729.0,0.0002989268548251054
192,1,16790.53,16623.47,2025-11-07,16707.0,-0.001315947073502416
191,1,16787.52,16620.48,2025-11-10,16704.0,-0.0001795815754130532
190,1,16749.33,16582.67,2025-11-11,16666.0,-0.002277495740213131
189,1,16781.49,16614.51,2025-11-12,16698.0,0.0019182358117936177
188,1,16805.61,16638.39,2025-11-13,16722.0,0.0014362659560575022
187,1,16815.66,16648.34,2025-11-14,16732.0,0.0005978358520858625
186,1,16793.55,16626.45,2025-11-17,16710.0,-0.0013157109726495955
185,1,16817.67,16650.33,2025-11-18,16734.0,0.0014352352661045887
184,1,16843.8,16676.2,2025-11-19,16760.0,0.0015525171805300362
183,1,16815.66,16648.34,2025-11-20,16732.0,-0.0016720414739849468
182,1,16825.71,16658.29,2025-11-21,16742.0,0.0005974786579126025
181,1,16802.6,16635.4,2025-11-24,16719.0,-0.001374734982355626
180,1,16792.54,16625.46,2025-11-25,16709.0,-0.0005983008435026098
179,1,16750.33,16583.67,2025-11-26,16667.0,-0.0025167798519673437
178,1,16756.37,16589.63,2025-11-27,16673.0,0.00035992801828288494
177,1,16727.22,16560.78,2025-11-28,16644.0,-0.001740853457626943
176,1,16744.31,16577.69,2025-12-01,16661.0,0.0010208678262368586
175,1,16751.34,16584.66,2025-12-02,16668.0,0.00042005461327543467
174,1,16715.16,16548.84,2025-12-03,16632.0,-0.002162163004495237
173,1,16715.16,16548.84,2025-12-04,16632.0,0.0
172,1,16729.23,16562.77,2025-12-05,16646.0,0.0008413967681916179
171,1,16738.28,16571.72,2025-12-08,16655.0,0.000540524321739604
170,1,16771.44,16604.56,2025-12-09,16688.0,0.001979426612773614
169,1,16760.38,16593.62,2025-12-10,16677.0,-0.0006593736189744747
168,1,16771.44,16604.56,2025-12-11,16688.0,0.000659373618974457
167,1,16751.34,16584.66,2025-12-12,16668.0,-0.0011991846982096262
166,1,16735.26,16568.74,2025-12-15,16652.0,-0.0009603842274779755
165,1,16752.35,16585.65,2025-12-16,16669.0,0.0010203776282219441
164,1,16776.47,16609.53,2025-12-17,16693.0,0.001438762912299962
163,1,16781.49,16614.51,2025-12-18,16698.0,0.0002994818985577449
162,1,16805.61,16638.39,2025-12-19,16722.0,0.0014362659560575022
161,1,16818.67,16651.33,2025-12-22,16735.0,0.0007771169354237669
160,1,16856.87,16689.13,2025-12-23,16773.0,0.0022681160493280453
159,1,16873.95,16706.05,2025-12-24,16790.0,0.0010130203768314164
158,1,16850.83,16683.17,2025-12-29,16767.0,-0.0013708021337787146
157,1,16871.94,16704.06,2025-12-30,16788.0,0.001251676515673578
156,1,16865.91,16698.09,2025-12-31,16782.0,-0.00035746202346678056
155,1,16803.6,16636.4,2026-01-02,16720.0,-0.0037012757913221037
154,1,16808.63,16641.38,2026-01-05,16725.005,0.000299297311354199
153,1,16831.74,16664.26,2026-01-06,16748.0,0.0013739431889872812
152,1,16845.81,16678.19,2026-01-07,16762.0,0.0008355715198176214
151,1,16868.92,16701.08,2026-01-08,16785.0,0.0013712107552838876
150,1,16885.01,16716.99,2026-01-09,16801.0,0.0009527780152670861
149,1,16918.17,16749.83,2026-01-12,16834.0,0.001962242342118989
148,1,16937.26,16768.74,2026-01-13,16853.0,0.001128031704498637
147,1,16959.38,16790.63,2026-01-14,16875.005,0.0013048505609630954
146,1,16955.35,16786.65,2026-01-15,16871.0,-0.00023736143100820719
145,1,16964.4,16795.6,2026-01-19,16880.0,0.000533317543973311
144,1,17019.67,16850.33,2026-01-20,16935.0,0.003252997101923974
143,1,17065.9,16896.1,2026-01-21,16981.0,0.0027125856944289714
142,1,17047.81,16878.19,2026-01-22,16963.0,-0.0010605704505782883
141,1,16986.51,16817.49,2026-01-23,16902.0,-0.003602543391295274
140,1,16922.19,16753.81,2026-01-26,16838.0,-0.0037937212068182733
139,1,16862.9,16695.1,2026-01-27,16779.0,-0.0035101324079116593
138,1,16885.01,16716.99,2026-01-28,16801.0,0.0013103039397048557
137,1,16806.62,16639.38,2026-01-29,16723.0,-0.00465339104827964
136,1,16869.93,16702.07,2026-01-30,16786.0,0.003760188261649957
135,1,16879.98,16712.02,2026-02-02,16796.0,0.0005955571613109865
134,1,16884.0,16716.0,2026-02-03,16800.0,0.000238123587266315
133,1,16860.88,16693.12,2026-02-04,16777.0,-0.0013699856209498588
132,1,16858.88,16691.13,2026-02-05,16775.005,-0.00011891986796914811
131,1,16910.13,16741.87,2026-02-06,16826.0,0.0030353282083276424
130,1,16971.44,16802.56,2026-02-09,16887.0,0.003618786021377475
129,1,16922.19,16753.81,2026-02-10,16838.0,-0.002905858234527001
128,1,16882.99,16715.01,2026-02-11,16799.0,-0.0023188760873950236
127,1,16864.9,16697.1,2026-02-12,16781.0,-0.0010720668090524136
126,1,16910.13,16741.87,2026-02-13,16826.0,0.0026780151095970152
125,1,16928.22,16759.78,2026-02-18,16844.0,0.0010692011710595568
124,1,16968.42,16799.58,2026-02-19,16884.0,0.0023719176205709443
123,1,17009.63,16840.38,2026-02-20,16925.005,0.00242568629901769
122,1,16969.42,16800.58,2026-02-23,16885.0,-0.0023664603817389754
121,1,16902.09,16733.91,2026-02-24,16818.0,-0.003975912426824752
120,1,16914.15,16745.85,2026-02-25,16830.0,0.0007132667920083311
119,1,16897.06,16728.94,2026-02-26,16813.0,-0.0010106115059235032
118,1,16841.79,16674.21,2026-02-27,16758.0,-0.003276640505696411
117,1,16862.9,16695.1,2026-03-02,16779.0,0.0012523483164658734
116,1,16932.24,16763.76,2026-03-03,16848.0,0.004103850884059137
115,1,16954.35,16785.65,2026-03-04,16870.0,0.0013049411662571914
114,1,16995.56,16826.44,2026-03-05,16911.0,0.002427401209670705
113,1,16970.43,16801.57,2026-03-06,16886.0,-0.00147942152023946
112,1,17003.6,16834.4,2026-03-09,16919.0,0.0019523745293511655
111,1,17058.87,16889.13,2026-03-10,16974.0,0.0032455107708259066
110,1,16963.4,16794.6,2026-03-11,16879.0,-0.005612515840694363
109,1,16951.33,16782.67,2026-03-12,16867.0,-0.0007111954309131952
108,1,16983.49,16814.51,2026-03-13,16899.0,0.0018953983048090018
107,1,17018.67,16849.33,2026-03-16,16934.0,0.002068986639398821
106,1,17074.95,16905.05,2026-03-17,16990.0,0.003301500463755235
105,1,17066.91,16897.09,2026-03-25,16982.0,-0.0004709761066690137
104,1,16989.53,16820.47,2026-03-26,16905.0,-0.0045445234173224
103,1,16987.51,16818.49,2026-03-27,16903.0,-0.0001183151918085847
102,1,17041.78,16872.22,2026-03-30,16957.0,0.0031896069569496486
101,1,17077.97,16908.03,2026-03-31,16993.0,0.0021207666269780216
100,1,17083.99,16914.01,2026-04-01,16999.0,0.00035302424466430093
99,1,17087.01,16916.99,2026-04-02,17002.0,0.00017646539853453605
98,1,17100.08,16929.92,2026-04-06,17015.0,0.000764323757701847
97,1,17122.19,16951.81,2026-04-07,17037.0,0.0012921416105360613
96,1,17177.46,17006.54,2026-04-08,17092.0,0.0032230682183732786
95,1,17094.04,16923.96,2026-04-09,17009.0,-0.004867902049823861
94,1,17167.41,16996.59,2026-04-10,17082.0,0.004282661792000949
93,1,17197.56,17026.44,2026-04-13,17112.0,0.0017546942561489777
92,1,17207.61,17036.39,2026-04-14,17122.0,0.0005842145401894804
91,1,17220.67,17049.33,2026-04-15,17135.0,0.0007589690062782771
90,1,17226.71,17055.29,2026-04-16,17141.0,0.00035009919834785906
89,1,17227.71,17056.29,2026-04-17,17142.0,5.8337951770958827e-05
88,1,17274.94,17103.06,2026-04-20,17189.0,0.0027380518693288576
87,1,17261.88,17090.12,2026-04-21,17176.0,-0.000756583769539966
86,1,17227.71,17056.29,2026-04-22,17142.0,-0.001981468099788872
85,1,17264.9,17093.1,2026-04-23,17179.0,0.002156115167617463
84,1,17394.54,17221.46,2026-04-24,17308.0,0.00748111471832989
83,1,17364.39,17191.61,2026-04-27,17278.0,-0.0017348064259459395
82,1,17313.13,17140.87,2026-04-28,17227.0,-0.0029560954724603206
81,1,17331.22,17158.78,2026-04-29,17245.0,0.0010443259245721825
80,1,17410.62,17237.38,2026-04-30,17324.0,0.004570576963575927
79,1,17464.89,17291.11,2026-05-04,17378.0,0.0031122150646340926
78,1,17454.84,17281.16,2026-05-05,17368.0,-0.0005756058410235641
77,1,17512.13,17337.88,2026-05-06,17425.005,0.003276811014601696
76,1,17492.03,17317.97,2026-05-07,17405.0,-0.0011487223271901916
75,1,17448.81,17275.19,2026-05-08,17362.0,-0.0024736112937859484
74,1,17461.88,17288.13,2026-05-11,17375.005,0.0007487692509823352
73,1,17502.08,17327.92,2026-05-12,17415.0,0.0022992245973659006
72,1,17601.57,17426.43,2026-05-13,17514.0,0.005668657282068186
71,1,17583.48,17408.52,2026-05-18,17496.0,-0.0010282777255659324
70,1,17754.33,17577.67,2026-05-19,17666.0,0.009669604948473711
69,1,17807.6,17630.4,2026-05-20,17719.0,0.0029956218529918754
68,1,17773.42,17596.58,2026-05-21,17685.0,-0.001920687518488335
67,1,17761.37,17584.63,2026-05-22,17673.0,-0.0006787714497839689
66,1,17805.58,17628.42,2026-05-25,17717.0,0.002486579410640397
65,1,17831.72,17654.28,2026-05-26,17743.0,0.0014664413231419372
64,1,17877.94,17700.06,2026-05-29,17789.0,0.0025892168016902885
63,1,17972.42,17793.58,2026-06-02,17883.0,0.0052702521627664865
62,1,17952.31,17773.69,2026-06-03,17863.0,-0.0011190064391517823
61,1,18020.65,17841.35,2026-06-04,17931.0,0.0037995240434793728
