NO,Nilai,Kurs Jual,Kurs Beli,Tanggal,kurs_tengah,log_return
833,1,15254.9,15103.1,2023-02-22,15179.0,0.000724948132056088
832,1,15294.09,15141.91,2023-02-23,15218.0,0.0025660441096089404
831,1,15262.93,15111.07,2023-02-24,15187.0,-0.002039139006198052
830,1,15292.08,15139.92,2023-02-27,15216.0,0.0019077070549016186
829,1,15350.37,15197.63,2023-02-28,15274.0,0.003804530663157977
828,1,15316.2,15163.8,2023-03-01,15240.0,-0.0022284862076921903
827,1,15326.25,15173.75,2023-03-02,15250.0,0.0006559527949204875
826,1,15349.36,15196.64,2023-03-03,15273.0,0.0015070605348880685
825,1,15382.53,15229.47,2023-03-06,15306.0,0.0021583447994207665
824,1,15377.5,15224.5,2023-03-07,15301.0,-0.00032672264805293255
823,1,15435.8,15282.2,2023-03-08,15359.0,0.0037834356938148445
822,1,15528.25,15373.75,2023-03-09,15451.0,0.005972104734789912
821,1,15515.19,15360.81,2023-03-10,15438.0,-0.0008417236406189877
820,1,15545.34,15390.66,2023-03-13,15468.0,0.0019413712173885446
819,1,15450.87,15297.13,2023-03-14,15374.0,-0.006095602818110412
818,1,15456.9,15303.1,2023-03-15,15380.0,0.00039019315055756554
817,1,15441.83,15288.17,2023-03-16,15365.0,-0.0009757684950498939
816,1,15495.09,15340.91,2023-03-17,15418.0,0.003443462454622367
815,1,15440.82,15287.18,2023-03-20,15364.0,-0.003508547553412071
814,1,15448.86,15295.14,2023-03-21,15372.0,0.0005205622189390558
813,1,15425.75,15272.25,2023-03-24,15349.0,-0.0014973473713265207
812,1,15264.94,15113.06,2023-03-27,15189.0,-0.010478843675389234
811,1,15249.87,15098.13,2023-03-28,15174.0,-0.0009880447399987255
810,1,15163.44,15012.56,2023-03-29,15088.0,-0.005683711024781448
809,1,15169.47,15018.53,2023-03-30,15094.0,0.0003975879715749515
808,1,15137.31,14986.69,2023-03-31,15062.0,-0.00212229818351674
807,1,15051.89,14902.11,2023-04-03,14977.0,-0.005659324668901467
806,1,15064.95,14915.05,2023-04-04,14990.0,0.0008676211042478466
805,1,14987.57,14838.43,2023-04-05,14913.0,-0.0051499963338611015
804,1,15007.67,14858.33,2023-04-06,14933.0,0.0013402132944863893
803,1,15017.72,14868.28,2023-04-10,14943.0,0.0006694336841244692
802,1,14979.52,14830.48,2023-04-11,14905.0,-0.0025462356292212684
801,1,14962.44,14813.56,2023-04-12,14888.0,-0.001141207790085128
800,1,14940.33,14791.67,2023-04-13,14866.0,-0.001478793036847869
799,1,14865.96,14718.04,2023-04-14,14792.0,-0.00499023221827802
798,1,14739.33,14592.67,2023-04-17,14666.0,-0.008554604413215962
797,1,14846.86,14699.14,2023-04-18,14773.0,0.007269300667863371
796,1,14929.27,14780.73,2023-04-26,14855.0,0.0055353185750998835
795,1,14956.41,14807.59,2023-04-27,14882.0,0.0018159200604985653
794,1,14824.75,14677.25,2023-04-28,14751.0,-0.008841551877157497
793,1,14734.31,14587.69,2023-05-02,14661.0,-0.006119970141784557
792,1,14776.51,14629.49,2023-05-03,14703.0,0.002860647639392745
791,1,14779.53,14632.47,2023-05-04,14706.0,0.0002040191785103631
790,1,14705.16,14558.84,2023-05-05,14632.0,-0.005044662685465929
789,1,14747.37,14600.63,2023-05-08,14674.0,0.002866309203237839
788,1,14782.55,14635.45,2023-05-09,14709.0,0.0023823310454033956
787,1,14830.78,14683.22,2023-05-10,14757.0,0.003257995144106593
786,1,14819.73,14672.27,2023-05-11,14746.0,-0.0007456869138536453
785,1,14795.61,14648.39,2023-05-12,14722.0,-0.0016288859309446728
784,1,14825.76,14678.24,2023-05-15,14752.0,0.002035693177723729
783,1,14886.06,14737.94,2023-05-16,14812.0,0.004058996237128168
782,1,14884.05,14735.95,2023-05-17,14810.0,-0.0001350347716588562
781,1,14949.38,14800.63,2023-05-19,14875.005,0.004379659286383238
780,1,15010.68,14861.32,2023-05-22,14936.0,0.0040921186733308456
779,1,14971.49,14822.51,2023-05-23,14897.0,-0.0026145558419655977
778,1,14952.39,14803.61,2023-05-24,14878.0,-0.001276238628306229
777,1,14979.52,14830.48,2023-05-25,14905.0,0.0018131153608850756
776,1,15026.76,14877.24,2023-05-26,14952.0,0.003148343023226962
775,1,15033.8,14884.2,2023-05-29,14959.0,0.00046805523906213526
774,1,15047.86,14898.14,2023-05-30,14973.0,0.0009354537632579922
773,1,15043.84,14894.16,2023-05-31,14969.0,-0.00026718322248318107
772,1,15078.01,14927.99,2023-06-05,15003.0,0.002268785171777582
771,1,14962.44,14813.56,2023-06-06,14888.0,-0.007694661764926725
770,1,14913.19,14764.81,2023-06-07,14839.0,-0.0032966693159602522
769,1,14949.38,14800.63,2023-06-08,14875.005,0.002423437542101267
768,1,14977.51,14828.49,2023-06-09,14903.0,0.001880247400564979
767,1,14927.26,14778.74,2023-06-12,14853.0,-0.003360669919260056
766,1,14948.37,14799.63,2023-06-13,14874.0,0.0014128572337128327
765,1,14942.34,14793.66,2023-06-14,14868.0,-0.00040346984610275166
764,1,14969.48,14820.52,2023-06-15,14895.0,0.0018143337302398642
763,1,15017.72,14868.28,2023-06-16,14943.0,0.003217376594010378
762,1,15019.73,14870.27,2023-06-19,14945.0,0.00013383297664516233
761,1,15068.97,14919.03,2023-06-20,14994.0,0.0032733253449691085
760,1,15115.2,14964.8,2023-06-21,15040.0,0.003063197440823456
759,1,15056.91,14907.09,2023-06-22,14982.0,-0.0038638379960025653
758,1,14992.59,14843.41,2023-06-23,14918.0,-0.004280942992719688
757,1,15072.99,14923.01,2023-06-26,14998.0,0.0053483213462260345
756,1,15101.13,14950.87,2023-06-27,15026.0,0.0018651750677712458
755,1,15075.0,14925.0,2023-07-03,15000.0,-0.001731832844758771
754,1,15109.17,14958.83,2023-07-04,15034.0,0.002264101653067047
753,1,15093.09,14942.91,2023-07-05,15018.0,-0.0010648210775849544
752,1,15088.07,14937.93,2023-07-06,15013.0,-0.00033298924752425956
751,1,15137.31,14986.69,2023-07-07,15062.0,0.0032585232489921894
750,1,15211.68,15060.32,2023-07-10,15136.0,0.0049009966303624145
749,1,15267.96,15116.04,2023-07-11,15192.0,0.0036929612004622785
748,1,15237.81,15086.19,2023-07-12,15162.0,-0.001976675875872536
747,1,15159.42,15008.58,2023-07-13,15084.0,-0.005157718238001508
746,1,15052.89,14903.11,2023-07-14,14978.0,-0.007052121568935353
745,1,15019.73,14870.27,2023-07-17,14945.0,-0.002205662091274205
744,1,15082.03,14931.97,2023-07-18,15007.0,0.004139963177951446
743,1,15068.97,14919.03,2023-07-20,14994.0,-0.0008666378329822307
742,1,15065.95,14916.05,2023-07-21,14991.0,-0.00020010005069264774
741,1,15101.13,14950.87,2023-07-24,15026.0,0.002332012916791139
740,1,15103.14,14952.86,2023-07-25,15028.0,0.00013309376475357078
739,1,15082.03,14931.97,2023-07-26,15007.0,-0.001398368797869963
738,1,15107.16,14956.84,2023-07-27,15032.0,0.0016645031973116483
737,1,15078.01,14927.99,2023-07-28,15003.0,-0.0019310810062878054
736,1,15158.42,15007.58,2023-07-31,15083.0,0.005318100681238921
735,1,15167.46,15016.54,2023-08-01,15092.0,0.0005965203159488625
734,1,15192.58,15041.42,2023-08-02,15117.0,0.0016551362645068008
733,1,15246.85,15095.15,2023-08-03,15171.0,0.0035657723993849522
732,1,15273.99,15122.01,2023-08-04,15198.0,0.0017781294816374938
731,1,15243.84,15092.16,2023-08-07,15168.0,-0.001975894734927138
730,1,15253.89,15102.11,2023-08-08,15178.0,0.0006590654690550659
729,1,15305.15,15152.85,2023-08-09,15229.0,0.003354493887832866
728,1,15282.03,15129.97,2023-08-10,15206.0,-0.0015114180633089677
727,1,15280.02,15127.98,2023-08-11,15204.0,-0.00013153567924254026
726,1,15301.13,15148.88,2023-08-14,15225.005,0.00138059087612933
725,1,15399.61,15246.39,2023-08-15,15323.0,0.006415825592907387
724,1,15422.73,15269.27,2023-08-16,15346.0,0.0014998861594343025
723,1,15384.54,15231.46,2023-08-18,15308.0,-0.0024792861920176334
722,1,15384.54,15231.46,2023-08-21,15308.0,0.0
721,1,15405.65,15252.35,2023-08-22,15329.0,0.0013708916205146028
720,1,15402.63,15249.37,2023-08-23,15326.0,-0.0001957266357577332
719,1,15395.59,15242.41,2023-08-24,15319.0,-0.000456844517653492
718,1,15329.26,15176.74,2023-08-25,15253.0,-0.004317683012762993
717,1,15373.49,15220.51,2023-08-28,15297.0,0.00288052572333235
716,1,15370.47,15217.53,2023-08-29,15294.0,-0.00019613611909502894
715,1,15339.32,15186.68,2023-08-30,15263.0,-0.0020289956890484806
714,1,15315.19,15162.81,2023-08-31,15239.0,-0.0015736676252612134
713,1,15313.18,15160.82,2023-09-01,15237.0,-0.00013125082050605833
712,1,15328.26,15175.74,2023-09-04,15252.0,0.0009839615080995845
711,1,15323.24,15170.76,2023-09-05,15247.0,-0.0003278796055473489
710,1,15336.3,15183.7,2023-09-06,15260.0,0.0008522634665409896
709,1,15383.53,15230.47,2023-09-07,15307.0,0.0030752142532591968
708,1,15410.67,15257.33,2023-09-08,15334.0,0.0017623450271325525
707,1,15417.7,15264.3,2023-09-11,15341.0,0.0004563977259337001
706,1,15428.76,15275.24,2023-09-12,15352.0,0.0007167758427623454
705,1,15420.72,15267.28,2023-09-13,15344.0,-0.000521240564316364
704,1,15443.83,15290.17,2023-09-14,15367.0,0.001497834932112922
703,1,15433.78,15280.22,2023-09-15,15357.0,-0.0006509569296394343
702,1,15443.83,15290.17,2023-09-18,15367.0,0.000650956929639474
701,1,15449.86,15296.14,2023-09-19,15373.0,0.00039037085726704583
700,1,15457.91,15304.09,2023-09-20,15381.0,0.0005202575392107477
699,1,15472.98,15319.02,2023-09-21,15396.0,0.0009747539518263854
698,1,15473.99,15320.01,2023-09-22,15397.0,6.494982628213698e-05
697,1,15459.92,15306.08,2023-09-25,15383.0,-0.000909681674167693
696,1,15476.0,15322.0,2023-09-26,15399.0,0.0010395686726617013
695,1,15541.32,15386.68,2023-09-27,15464.0,0.0042121696597539554
694,1,15603.63,15448.37,2023-09-29,15526.0,0.004001296077458718
693,1,15564.43,15409.57,2023-10-02,15487.0,-0.0025150756494512357
692,1,15596.59,15441.41,2023-10-03,15519.0,0.002064117355450365
691,1,15678.0,15522.0,2023-10-04,15600.0,0.005205834566003739
690,1,15714.18,15557.82,2023-10-05,15636.0,0.00230503367521705
689,1,15679.0,15523.0,2023-10-06,15601.0,-0.0022409331655959784
688,1,15706.14,15549.86,2023-10-09,15628.0,0.0017291624277117738
687,1,15753.38,15596.63,2023-10-10,15675.005,0.0030032283053756785
686,1,15786.54,15629.46,2023-10-11,15708.0,0.0021027312175634126
685,1,15788.55,15631.45,2023-10-12,15710.0,0.00012731555176658077
684,1,15780.51,15623.49,2023-10-13,15702.0,-0.0005093594914659935
683,1,15787.55,15630.45,2023-10-16,15709.0,0.0004457037417389465
682,1,15794.58,15637.42,2023-10-17,15716.0,0.0004455051784106034
681,1,15796.59,15639.41,2023-10-18,15718.0,0.0001272507477697701
680,1,15809.66,15652.34,2023-10-19,15731.0,0.0008267353963844539
679,1,15917.19,15758.81,2023-10-20,15838.0,0.006778827947852897
678,1,15935.28,15776.72,2023-10-23,15856.0,0.001135861799411539
677,1,16022.72,15863.28,2023-10-24,15943.0,0.005471883837596114
676,1,15948.34,15789.66,2023-10-25,15869.0,-0.004652340844522997
675,1,15950.35,15791.65,2023-10-26,15871.0,0.00012602394471627297
674,1,16012.67,15853.33,2023-10-27,15933.0,0.0038988855829503438
673,1,16020.7,15861.3,2023-10-30,15941.0,0.0005019765431377597
672,1,15995.58,15836.42,2023-10-31,15916.0,-0.0015695140868273443
671,1,15976.49,15817.51,2023-11-01,15897.0,-0.0011944803859475115
670,1,16025.73,15866.27,2023-11-02,15946.0,0.0030776019015689047
669,1,15940.31,15781.69,2023-11-03,15861.0,-0.005344748158880816
668,1,15849.85,15692.15,2023-11-06,15771.0,-0.00569045541600216
667,1,15627.75,15472.25,2023-11-07,15550.0,-0.014112171880177578
666,1,15670.97,15515.03,2023-11-08,15593.0,0.0027614569775051743
665,1,15707.15,15550.85,2023-11-09,15629.0,0.0023060672573082066
664,1,15727.25,15570.75,2023-11-10,15649.0,0.0012788543209783657
663,1,15771.47,15614.53,2023-11-13,15693.0,0.002807735875548718
662,1,15791.57,15634.43,2023-11-14,15713.0,0.00127364215141106
661,1,15777.5,15620.5,2023-11-15,15699.0,-0.0008913791498142606
660,1,15580.51,15425.49,2023-11-16,15503.0,-0.012563462473955376
659,1,15672.98,15517.02,2023-11-17,15595.0,0.005916796475541492
658,1,15581.52,15426.48,2023-11-20,15504.0,-0.005852294911356159
657,1,15496.09,15341.91,2023-11-21,15419.0,-0.005497539959194831
656,1,15513.18,15358.82,2023-11-22,15436.0,0.0011019284861567347
655,1,15661.92,15506.08,2023-11-23,15584.0,0.009542303224807038
654,1,15670.97,15515.03,2023-11-24,15593.0,0.0005773487025690589
653,1,15664.93,15509.07,2023-11-27,15587.0,-0.0003848620958344481
652,1,15604.64,15449.36,2023-11-28,15527.0,-0.003856789507881238
651,1,15527.25,15372.75,2023-11-29,15450.0,-0.0049714406552782385
650,1,15460.92,15307.08,2023-11-30,15384.0,-0.004280995057275833
649,1,15561.42,15406.58,2023-12-01,15484.0,0.006479224428923141
648,1,15601.62,15446.38,2023-12-04,15524.0,0.00257998079125826
647,1,15523.23,15368.77,2023-12-05,15446.0,-0.005037143359587771
646,1,15581.52,15426.48,2023-12-06,15504.0,0.0037479850013383653
645,1,15581.52,15426.48,2023-12-07,15504.0,0.0
644,1,15613.68,15458.32,2023-12-08,15536.0,0.002061856400558777
643,1,15577.5,15422.5,2023-12-11,15500.0,-0.002319887623768201
642,1,15692.07,15535.93,2023-12-12,15614.0,0.007327923772898189
641,1,15709.16,15552.84,2023-12-13,15631.0,0.0010881742152349986
640,1,15707.15,15550.85,2023-12-14,15629.0,-0.00012795905327760043
639,1,15570.47,15415.53,2023-12-15,15493.0,-0.008739853845901749
638,1,15580.51,15425.49,2023-12-18,15503.0,0.0006452445700703242
637,1,15593.58,15438.42,2023-12-19,15516.0,0.0008381959934956404
636,1,15583.53,15428.47,2023-12-20,15506.0,-0.0006447037809534372
635,1,15589.56,15434.44,2023-12-21,15512.0,0.00038687214358348995
634,1,15610.67,15455.33,2023-12-22,15533.0,0.0013528750654195104
633,1,15566.44,15411.56,2023-12-27,15489.0,-0.00283669844014846
632,1,15491.07,15336.93,2023-12-28,15414.0,-0.004853907209820268
631,1,15493.08,15338.92,2023-12-29,15416.0,0.0001297437562638226
630,1,15516.19,15361.81,2024-01-02,15439.0,0.0014908445477242525
629,1,15550.36,15395.64,2024-01-03,15473.0,0.0021997938477461075
628,1,15572.48,15417.52,2024-01-04,15495.0,0.001420821732175905
627,1,15602.63,15447.38,2024-01-05,15525.005,0.001934558640970652
626,1,15595.59,15440.41,2024-01-08,15518.0,-0.0004513094089246256
625,1,15599.61,15444.39,2024-01-09,15522.0,0.00025773196018961985
624,1,15595.59,15440.41,2024-01-10,15518.0,-0.00025773196018951235
623,1,15645.84,15490.16,2024-01-11,15568.0,0.003216884971891625
622,1,15635.79,15480.21,2024-01-12,15558.0,-0.0006425496590668942
621,1,15636.8,15481.2,2024-01-15,15559.0,6.427354824328738e-05
620,1,15632.77,15477.23,2024-01-16,15555.0,-0.00025711898322532
619,1,15669.96,15514.04,2024-01-17,15592.0,0.0023758318556593105
618,1,15717.19,15560.81,2024-01-18,15639.0,0.003009832248818878
617,1,15708.15,15551.85,2024-01-19,15630.0,-0.0005756500206933352
616,1,15706.14,15549.86,2024-01-22,15628.0,-0.00012796724056111534
615,1,15705.14,15548.86,2024-01-23,15627.0,-6.39897616600226e-05
614,1,15734.28,15577.72,2024-01-24,15656.0,0.0018540426626108245
613,1,15797.59,15640.41,2024-01-25,15719.0,0.004015941652325862
612,1,15845.83,15688.17,2024-01-26,15767.0,0.003048976509243795
611,1,15908.15,15749.85,2024-01-29,15829.0,0.003924552448256694
610,1,15904.13,15745.88,2024-01-30,15825.005,-0.00025241671764518405
609,1,15874.98,15717.02,2024-01-31,15796.0,-0.0018345405615531542
608,1,15882.01,15723.99,2024-02-01,15803.0,0.0004430520025638121
607,1,15853.88,15696.13,2024-02-02,15775.005,-0.0017730700425293796
606,1,15766.44,15609.56,2024-02-05,15688.0,-0.005530636490392229
605,1,15783.52,15626.48,2024-02-06,15705.0,0.0010830440965646933
604,1,15812.67,15655.33,2024-02-07,15734.0,0.0018448429164408752
603,1,15763.42,15606.58,2024-02-12,15685.0,-0.0031191342644092943
602,1,15690.06,15533.94,2024-02-13,15612.0,-0.004664992324272916
601,1,15662.92,15507.08,2024-02-15,15585.0,-0.0017309360990681475
600,1,15684.03,15527.97,2024-02-16,15606.0,0.001346542475269147
599,1,15732.27,15575.73,2024-02-19,15654.0,0.0030710196880768125
598,1,15708.15,15551.85,2024-02-20,15630.0,-0.0015343309492610842
597,1,15737.3,15580.7,2024-02-21,15659.0,0.0018536871299206044
596,1,15736.29,15579.71,2024-02-22,15658.0,-6.386307758344844e-05
595,1,15708.15,15551.85,2024-02-23,15630.0,-0.001789824052337159
594,1,15666.94,15511.06,2024-02-26,15589.0,-0.0026266071028413925
593,1,15713.17,15556.83,2024-02-27,15635.0,0.00294645357926077
592,1,15733.27,15576.73,2024-02-28,15655.0,0.0012783638685645133
591,1,15751.36,15594.64,2024-02-29,15673.0,0.001149131893562169
590,1,15793.58,15636.42,2024-03-01,15715.0,0.0026761835775998225
589,1,15774.48,15617.52,2024-03-04,15696.0,-0.0012097674265236402
588,1,15801.61,15644.39,2024-03-05,15723.0,0.0017187056651316857
587,1,15834.78,15677.22,2024-03-06,15756.0,0.0020966366205205905
586,1,15801.61,15644.39,2024-03-07,15723.0,-0.0020966366205205688
585,1,15736.29,15579.71,2024-03-08,15658.0,-0.004142640002416465
584,1,15681.01,15524.99,2024-03-13,15603.0,-0.003518765026677345
583,1,15653.88,15498.12,2024-03-14,15576.0,-0.0017319353891465444
582,1,15659.91,15504.09,2024-03-15,15582.0,0.00038513383876772895
581,1,15702.12,15545.88,2024-03-18,15624.0,0.002691791665711353
580,1,15750.36,15593.64,2024-03-19,15672.0,0.0030674870678618796
579,1,15790.56,15633.44,2024-03-20,15712.0,0.0025490709698704943
578,1,15805.64,15648.36,2024-03-21,15727.0,0.0009542288964782148
577,1,15740.31,15583.69,2024-03-22,15662.0,-0.004141584179842504
576,1,15851.86,15694.14,2024-03-25,15773.0,0.007062221176591024
575,1,15873.98,15716.02,2024-03-26,15795.0,0.0013938167487116287
574,1,15875.99,15718.01,2024-03-27,15797.0,0.00012661433291157308
573,1,15932.26,15773.74,2024-03-28,15853.0,0.003538708274130549
572,1,15952.36,15793.64,2024-04-01,15873.0,0.0012607957290137303
571,1,15988.55,15829.45,2024-04-02,15909.0,0.0022654342329981674
570,1,16013.67,15854.33,2024-04-03,15934.0,0.0015702041350717576
569,1,16002.61,15843.39,2024-04-04,15923.0,-0.0006905860838852577
568,1,15986.53,15827.47,2024-04-05,15907.0,-0.001005340958065593
567,1,15952.36,15793.64,2024-04-16,15873.0,-0.0021397113261190865
566,1,16256.88,16095.12,2024-04-17,16176.0,0.01890910968801131
565,1,16321.2,16158.8,2024-04-18,16240.0,0.00394867245541628
564,1,16257.89,16096.11,2024-04-19,16177.0,-0.0038868543859749065
563,1,16361.4,16198.6,2024-04-22,16280.0,0.006346880226837295
562,1,16305.12,16142.88,2024-04-23,16224.0,-0.003445733165621576
561,1,16325.22,16162.78,2024-04-24,16244.0,0.0012319824152786769
560,1,16241.81,16080.19,2024-04-25,16161.0,-0.005122677457544965
559,1,16289.04,16126.96,2024-04-26,16208.0,0.0029040151398210742
558,1,16303.11,16140.89,2024-04-29,16222.0,0.0008633981418254249
557,1,16330.25,16167.75,2024-04-30,16249.0,0.0016630227724863005
556,1,16357.38,16194.62,2024-05-02,16276.0,0.0016602617188044096
555,1,16283.01,16120.99,2024-05-03,16202.0,-0.004556938731144073
554,1,16174.47,16013.53,2024-05-06,16094.0,-0.006688159684358412
553,1,16105.13,15944.88,2024-05-07,16025.005,-0.004296216904775613
552,1,16134.27,15973.73,2024-05-08,16054.0,0.0018077248902197073
551,1,16161.41,16000.59,2024-05-13,16081.0,0.0016804111625023867
550,1,16165.42,16004.58,2024-05-14,16085.0,0.00024870981910212766
549,1,16211.66,16050.34,2024-05-15,16131.0,0.002855725804661129
548,1,16150.35,15989.65,2024-05-16,16070.0,-0.0037887067462294504
547,1,16023.72,15864.28,2024-05-17,15944.0,-0.007871596838927658
546,1,16057.89,15898.11,2024-05-20,15978.0,0.002130193149356588
545,1,16059.9,15900.1,2024-05-21,15980.0,0.00012516427827843183
544,1,16104.12,15943.88,2024-05-22,16024.0,0.0027496580253884924
543,1,16074.98,15915.02,2024-05-27,15995.0,-0.0018114249620357493
542,1,16144.32,15983.68,2024-05-28,16064.0,0.004304570107837356
541,1,16175.48,16014.52,2024-05-29,16095.0,0.0019279212414527516
540,1,16240.8,16079.2,2024-05-30,16160.0,0.004030388342177809
539,1,16334.26,16171.74,2024-05-31,16253.0,0.0057384540280896405
538,1,16332.25,16169.75,2024-06-03,16251.0,-0.00012306177716740142
537,1,16306.13,16143.88,2024-06-04,16225.005,-0.0016008745873554338
536,1,16301.1,16138.9,2024-06-05,16220.0,-0.000308522069249125
535,1,16363.41,16200.59,2024-06-06,16282.0,0.003815154464519148
534,1,16360.4,16197.6,2024-06-07,16279.0,-0.00018426952541315036
533,1,16299.09,16136.91,2024-06-10,16218.0,-0.0037541971040072463
532,1,16371.45,16208.55,2024-06-11,16290.0,0.004429686091588258
531,1,16376.48,16213.52,2024-06-12,16295.0,0.0003068896755710468
530,1,16378.49,16215.51,2024-06-13,16297.0,0.00012272950432676025
529,1,16367.43,16204.57,2024-06-14,16286.0,-0.0006751987489121198
528,1,16455.87,16292.13,2024-06-19,16374.0,0.0053888679093169346
527,1,16449.84,16286.16,2024-06-20,16368.0,-0.00036650174498570223
526,1,16502.1,16337.9,2024-06-21,16420.0,0.0031718948150114934
525,1,16540.29,16375.71,2024-06-24,16458.0,0.002311577159239031
524,1,16513.15,16348.84,2024-06-25,16430.995000000003,-0.001642191016715597
523,1,16460.9,16297.1,2024-06-26,16379.0,-0.003169463666563128
522,1,16517.17,16352.83,2024-06-27,16435.0,0.0034131806159403335
521,1,16503.1,16338.9,2024-06-28,16421.0,-0.0008522036064823842
520,1,16475.97,16312.03,2024-07-01,16394.0,-0.0016455892788613932
519,1,16436.78,16273.23,2024-07-02,16355.005,-0.002381447523632285
518,1,16465.92,16302.08,2024-07-03,16384.0,0.0017712821498907586
517,1,16468.94,16305.07,2024-07-04,16387.004999999997,0.00018339382685515556
516,1,16422.71,16259.3,2024-07-05,16341.005,-0.0028110496355258975
515,1,16393.56,16230.44,2024-07-08,16312.0,-0.0017765597762724736
514,1,16346.33,16183.67,2024-07-09,16265.0,-0.0028854733468392734
513,1,16362.41,16199.59,2024-07-10,16281.0,0.0009832238240626491
512,1,16337.28,16174.72,2024-07-11,16256.0,-0.0015367123533060706
511,1,16281.0,16119.0,2024-07-12,16200.0,-0.0034508291577329897
510,1,16234.77,16073.23,2024-07-15,16154.0,-0.0028435452182337733
509,1,16254.87,16093.13,2024-07-16,16174.0,0.0012373176535259284
508,1,16284.01,16121.99,2024-07-17,16203.0,0.0017913956052333822
507,1,16209.65,16048.35,2024-07-18,16129.0,-0.004577516343818247
506,1,16240.8,16079.2,2024-07-19,16160.0,0.0019201591579038964
505,1,16280.0,16118.0,2024-07-22,16199.0,0.0024104588450515867
504,1,16309.14,16146.86,2024-07-23,16228.0,0.0017886334061998584
503,1,16285.02,16122.98,2024-07-24,16204.0,-0.0014800200037566756
502,1,16305.12,16142.88,2024-07-25,16224.0,0.0012335020683285334
501,1,16349.34,16186.66,2024-07-26,16268.0,0.0027083606362054836
500,1,16375.47,16212.53,2024-07-29,16294.0,0.001596953843471852
499,1,16367.43,16204.57,2024-07-30,16286.0,-0.0004910988435104998
498,1,16401.6,16238.4,2024-07-31,16320.0,0.002085506491021361
497,1,16375.47,16212.53,2024-08-01,16294.0,-0.0015944076475109129
496,1,16324.22,16161.78,2024-08-02,16243.0,-0.0031348951511913116
495,1,16315.17,16152.83,2024-08-05,16234.0,-0.0005542383982747698
494,1,16234.77,16073.23,2024-08-06,16154.0,-0.004940111318879441
493,1,16263.92,16102.08,2024-08-07,16183.0,0.001793611514643857
492,1,16180.5,16019.5,2024-08-08,16100.0,-0.005142036544331075
491,1,16031.76,15872.24,2024-08-09,15952.0,-0.0092350587709348
490,1,15993.57,15834.43,2024-08-12,15914.0,-0.0023849882641394757
489,1,16042.82,15883.18,2024-08-13,15963.0,0.003074319326998896
488,1,15964.42,15805.58,2024-08-14,15885.0,-0.0048982765608624815
487,1,15769.45,15612.55,2024-08-15,15691.0,-0.012287968144548335
486,1,15765.43,15608.57,2024-08-16,15687.0,-0.0002549557028279496
485,1,15794.58,15637.42,2024-08-19,15716.0,0.0018469578221101874
484,1,15668.95,15513.05,2024-08-20,15591.0,-0.007985477001798821
483,1,15557.4,15402.6,2024-08-21,15480.0,-0.007144956532833424
482,1,15533.28,15378.72,2024-08-22,15456.0,-0.001551590691418833
481,1,15656.9,15501.1,2024-08-23,15579.0,0.00792657606012933
480,1,15631.77,15476.23,2024-08-26,15554.0,-0.0016060132575399838
479,1,15456.9,15303.1,2024-08-27,15380.0,-0.011249876195253696
478,1,15586.55,15431.45,2024-08-28,15509.0,0.008352536499817965
477,1,15553.38,15398.62,2024-08-29,15476.0,-0.0021300637390492595
476,1,15486.05,15331.95,2024-08-30,15409.0,-0.00433868253855021
475,1,15550.36,15395.64,2024-09-02,15473.0,0.0041448152078192215
474,1,15613.68,15458.32,2024-09-03,15536.0,0.004063342041433547
473,1,15634.78,15479.22,2024-09-04,15557.0,0.0013507865560152422
472,1,15567.45,15412.55,2024-09-05,15490.0,-0.004316043676207217
471,1,15487.05,15332.95,2024-09-06,15410.0,-0.0051780050967528265
470,1,15448.86,15295.14,2024-09-09,15372.0,-0.0024689766294268465
469,1,15523.23,15368.77,2024-09-10,15446.0,0.004802397444474593
468,1,15524.24,15369.76,2024-09-11,15447.0,6.473958504187663e-05
467,1,15492.08,15337.92,2024-09-12,15415.0,-0.0020737483940002728
466,1,15498.1,15343.9,2024-09-13,15421.0,0.0003891555374056737
465,1,15482.02,15327.98,2024-09-17,15405.0,-0.001038084826888148
464,1,15414.69,15261.31,2024-09-18,15338.0,-0.004358722705963712
463,1,15426.75,15273.25,2024-09-19,15350.0,0.0007820646905385841
462,1,15363.43,15210.57,2024-09-20,15287.0,-0.004112680014309054
461,1,15175.5,15024.5,2024-09-23,15100.0,-0.012308050198018408
460,1,15266.95,15115.05,2024-09-24,15191.0,0.006008403404647042
459,1,15261.93,15110.07,2024-09-25,15186.0,-0.0003291964344835637
458,1,15167.46,15016.54,2024-09-26,15092.0,-0.00620914868897802
457,1,15246.85,15095.15,2024-09-27,15171.0,0.0052209086638916975
456,1,15213.69,15062.31,2024-09-30,15138.0,-0.0021775718789799267
455,1,15219.72,15068.28,2024-10-01,15144.0,0.0003962750200461179
454,1,15280.02,15127.98,2024-10-02,15204.0,0.003954137219980694
453,1,15323.24,15170.76,2024-10-03,15247.0,0.0028242112627676883
452,1,15470.97,15317.03,2024-10-04,15394.0,0.009595060722355723
451,1,15572.48,15417.52,2024-10-07,15495.0,0.006539568127585828
450,1,15758.4,15601.6,2024-10-08,15680.0,0.01186862368255016
449,1,15749.35,15592.65,2024-10-09,15671.0,-0.0005741443811827803
448,1,15685.03,15528.97,2024-10-10,15607.0,-0.004092338980662456
447,1,15736.29,15579.71,2024-10-11,15658.0,0.0032624369253058624
