NO,Nilai,Kurs Jual,Kurs Beli,Tanggal
1,1,17834.73,17657.27,9/1/2026 12:00:00 AM
2,1,17791.51,17614.49,8/31/2026 12:00:00 AM
3,1,17850.81,17673.19,8/28/2026 12:00:00 AM
4,1,17805.58,17628.42,8/27/2026 12:00:00 AM
5,1,17791.51,17614.49,8/26/2026 12:00:00 AM
6,1,17793.53,17616.47,8/24/2026 12:00:00 AM
7,1,17867.9,17690.1,8/21/2026 12:00:00 AM
8,1,17933.22,17754.78,8/20/2026 12:00:00 AM
9,1,17945.28,17766.72,8/19/2026 12:00:00 AM
10,1,17925.18,17746.82,8/18/2026 12:00:00 AM
11,1,17971.41,17792.59,8/14/2026 12:00:00 AM
12,1,17965.38,17786.62,8/13/2026 12:00:00 AM
13,1,17913.12,17734.88,8/12/2026 12:00:00 AM
14,1,17883.97,17706.03,8/11/2026 12:00:00 AM
15,1,18002.56,17823.44,8/10/2026 12:00:00 AM
16,1,18008.6,17829.4,8/7/2026 12:00:00 AM
17,1,18026.69,17847.31,8/6/2026 12:00:00 AM
18,1,18127.19,17946.81,8/5/2026 12:00:00 AM
19,1,18080.96,17901.04,8/4/2026 12:00:00 AM
20,1,18148.29,17967.71,8/3/2026 12:00:00 AM
21,1,18168.39,17987.61,7/31/2026 12:00:00 AM
22,1,18177.44,17996.56,7/30/2026 12:00:00 AM
23,1,18178.44,17997.56,7/29/2026 12:00:00 AM
24,1,18084.97,17905.03,7/28/2026 12:00:00 AM
25,1,18062.87,17883.13,7/27/2026 12:00:00 AM
26,1,18004.58,17825.42,7/24/2026 12:00:00 AM
27,1,17998.54,17819.46,7/23/2026 12:00:00 AM
28,1,17998.54,17819.46,7/22/2026 12:00:00 AM
29,1,18065.88,17886.12,7/21/2026 12:00:00 AM
30,1,18033.72,17854.28,7/20/2026 12:00:00 AM
31,1,18131.21,17950.79,7/17/2026 12:00:00 AM
32,1,18154.32,17973.68,7/16/2026 12:00:00 AM
33,1,18189.49,18008.51,7/15/2026 12:00:00 AM
34,1,18221.65,18040.35,7/14/2026 12:00:00 AM
35,1,18159.35,17978.65,7/13/2026 12:00:00 AM
36,1,18180.45,17999.55,7/10/2026 12:00:00 AM
37,1,18095.03,17914.97,7/9/2026 12:00:00 AM
38,1,18077.94,17898.06,7/8/2026 12:00:00 AM
39,1,18088.99,17909.01,7/7/2026 12:00:00 AM
40,1,18049.8,17870.2,7/6/2026 12:00:00 AM
41,1,18083.97,17904.03,7/3/2026 12:00:00 AM
42,1,18050.81,17871.19,7/2/2026 12:00:00 AM
43,1,17988.49,17809.51,7/1/2026 12:00:00 AM
44,1,17945.28,17766.72,6/30/2026 12:00:00 AM
45,1,18051.81,17872.19,6/29/2026 12:00:00 AM
46,1,18031.71,17852.29,6/26/2026 12:00:00 AM
47,1,18044.78,17865.22,6/25/2026 12:00:00 AM
48,1,17957.34,17778.66,6/24/2026 12:00:00 AM
49,1,17908.1,17729.9,6/23/2026 12:00:00 AM
50,1,17915.13,17736.87,6/22/2026 12:00:00 AM
51,1,17915.13,17736.87,6/19/2026 12:00:00 AM
52,1,17841.76,17664.24,6/18/2026 12:00:00 AM
53,1,17807.6,17630.4,6/17/2026 12:00:00 AM
54,1,18010.6,17831.4,6/15/2026 12:00:00 AM
55,1,18070.9,17891.1,6/12/2026 12:00:00 AM
56,1,18060.85,17881.15,6/11/2026 12:00:00 AM
57,1,18231.71,18050.29,6/10/2026 12:00:00 AM
58,1,18261.85,18080.15,6/9/2026 12:00:00 AM
59,1,18129.19,17948.81,6/8/2026 12:00:00 AM
60,1,18129.19,17948.81,6/5/2026 12:00:00 AM
61,1,18020.65,17841.35,6/4/2026 12:00:00 AM
62,1,17952.31,17773.69,6/3/2026 12:00:00 AM
63,1,17972.42,17793.58,6/2/2026 12:00:00 AM
64,1,17877.94,17700.06,5/29/2026 12:00:00 AM
65,1,17831.72,17654.28,5/26/2026 12:00:00 AM
66,1,17805.58,17628.42,5/25/2026 12:00:00 AM
67,1,17761.37,17584.63,5/22/2026 12:00:00 AM
68,1,17773.42,17596.58,5/21/2026 12:00:00 AM
69,1,17807.6,17630.4,5/20/2026 12:00:00 AM
70,1,17754.33,17577.67,5/19/2026 12:00:00 AM
71,1,17583.48,17408.52,5/18/2026 12:00:00 AM
72,1,17601.57,17426.43,5/13/2026 12:00:00 AM
73,1,17502.08,17327.92,5/12/2026 12:00:00 AM
74,1,17461.88,17288.13,5/11/2026 12:00:00 AM
75,1,17448.81,17275.19,5/8/2026 12:00:00 AM
76,1,17492.03,17317.97,5/7/2026 12:00:00 AM
77,1,17512.13,17337.88,5/6/2026 12:00:00 AM
78,1,17454.84,17281.16,5/5/2026 12:00:00 AM
79,1,17464.89,17291.11,5/4/2026 12:00:00 AM
80,1,17410.62,17237.38,4/30/2026 12:00:00 AM
81,1,17331.22,17158.78,4/29/2026 12:00:00 AM
82,1,17313.13,17140.87,4/28/2026 12:00:00 AM
83,1,17364.39,17191.61,4/27/2026 12:00:00 AM
84,1,17394.54,17221.46,4/24/2026 12:00:00 AM
85,1,17264.9,17093.1,4/23/2026 12:00:00 AM
86,1,17227.71,17056.29,4/22/2026 12:00:00 AM
87,1,17261.88,17090.12,4/21/2026 12:00:00 AM
88,1,17274.94,17103.06,4/20/2026 12:00:00 AM
89,1,17227.71,17056.29,4/17/2026 12:00:00 AM
90,1,17226.71,17055.29,4/16/2026 12:00:00 AM
91,1,17220.67,17049.33,4/15/2026 12:00:00 AM
92,1,17207.61,17036.39,4/14/2026 12:00:00 AM
93,1,17197.56,17026.44,4/13/2026 12:00:00 AM
94,1,17167.41,16996.59,4/10/2026 12:00:00 AM
95,1,17094.04,16923.96,4/9/2026 12:00:00 AM
96,1,17177.46,17006.54,4/8/2026 12:00:00 AM
97,1,17122.19,16951.81,4/7/2026 12:00:00 AM
98,1,17100.08,16929.92,4/6/2026 12:00:00 AM
99,1,17087.01,16916.99,4/2/2026 12:00:00 AM
100,1,17083.99,16914.01,4/1/2026 12:00:00 AM
101,1,17077.97,16908.03,3/31/2026 12:00:00 AM
102,1,17041.78,16872.22,3/30/2026 12:00:00 AM
103,1,16987.51,16818.49,3/27/2026 12:00:00 AM
104,1,16989.53,16820.47,3/26/2026 12:00:00 AM
105,1,17066.91,16897.09,3/25/2026 12:00:00 AM
106,1,17074.95,16905.05,3/17/2026 12:00:00 AM
107,1,17018.67,16849.33,3/16/2026 12:00:00 AM
108,1,16983.49,16814.51,3/13/2026 12:00:00 AM
109,1,16951.33,16782.67,3/12/2026 12:00:00 AM
110,1,16963.4,16794.6,3/11/2026 12:00:00 AM
111,1,17058.87,16889.13,3/10/2026 12:00:00 AM
112,1,17003.6,16834.4,3/9/2026 12:00:00 AM
113,1,16970.43,16801.57,3/6/2026 12:00:00 AM
114,1,16995.56,16826.44,3/5/2026 12:00:00 AM
115,1,16954.35,16785.65,3/4/2026 12:00:00 AM
116,1,16932.24,16763.76,3/3/2026 12:00:00 AM
117,1,16862.9,16695.1,3/2/2026 12:00:00 AM
118,1,16841.79,16674.21,2/27/2026 12:00:00 AM
119,1,16897.06,16728.94,2/26/2026 12:00:00 AM
120,1,16914.15,16745.85,2/25/2026 12:00:00 AM
121,1,16902.09,16733.91,2/24/2026 12:00:00 AM
122,1,16969.42,16800.58,2/23/2026 12:00:00 AM
123,1,17009.63,16840.38,2/20/2026 12:00:00 AM
124,1,16968.42,16799.58,2/19/2026 12:00:00 AM
125,1,16928.22,16759.78,2/18/2026 12:00:00 AM
126,1,16910.13,16741.87,2/13/2026 12:00:00 AM
127,1,16864.9,16697.1,2/12/2026 12:00:00 AM
128,1,16882.99,16715.01,2/11/2026 12:00:00 AM
129,1,16922.19,16753.81,2/10/2026 12:00:00 AM
130,1,16971.44,16802.56,2/9/2026 12:00:00 AM
131,1,16910.13,16741.87,2/6/2026 12:00:00 AM
132,1,16858.88,16691.13,2/5/2026 12:00:00 AM
133,1,16860.88,16693.12,2/4/2026 12:00:00 AM
134,1,16884,16716,2/3/2026 12:00:00 AM
135,1,16879.98,16712.02,2/2/2026 12:00:00 AM
136,1,16869.93,16702.07,1/30/2026 12:00:00 AM
137,1,16806.62,16639.38,1/29/2026 12:00:00 AM
138,1,16885.01,16716.99,1/28/2026 12:00:00 AM
139,1,16862.9,16695.1,1/27/2026 12:00:00 AM
140,1,16922.19,16753.81,1/26/2026 12:00:00 AM
141,1,16986.51,16817.49,1/23/2026 12:00:00 AM
142,1,17047.81,16878.19,1/22/2026 12:00:00 AM
143,1,17065.9,16896.1,1/21/2026 12:00:00 AM
144,1,17019.67,16850.33,1/20/2026 12:00:00 AM
145,1,16964.4,16795.6,1/19/2026 12:00:00 AM
146,1,16955.35,16786.65,1/15/2026 12:00:00 AM
147,1,16959.38,16790.63,1/14/2026 12:00:00 AM
148,1,16937.26,16768.74,1/13/2026 12:00:00 AM
149,1,16918.17,16749.83,1/12/2026 12:00:00 AM
150,1,16885.01,16716.99,1/9/2026 12:00:00 AM
151,1,16868.92,16701.08,1/8/2026 12:00:00 AM
152,1,16845.81,16678.19,1/7/2026 12:00:00 AM
153,1,16831.74,16664.26,1/6/2026 12:00:00 AM
154,1,16808.63,16641.38,1/5/2026 12:00:00 AM
155,1,16803.6,16636.4,1/2/2026 12:00:00 AM
156,1,16865.91,16698.09,12/31/2025 12:00:00 AM
157,1,16871.94,16704.06,12/30/2025 12:00:00 AM
158,1,16850.83,16683.17,12/29/2025 12:00:00 AM
159,1,16873.95,16706.05,12/24/2025 12:00:00 AM
160,1,16856.87,16689.13,12/23/2025 12:00:00 AM
161,1,16818.67,16651.33,12/22/2025 12:00:00 AM
162,1,16805.61,16638.39,12/19/2025 12:00:00 AM
163,1,16781.49,16614.51,12/18/2025 12:00:00 AM
164,1,16776.47,16609.53,12/17/2025 12:00:00 AM
165,1,16752.35,16585.65,12/16/2025 12:00:00 AM
166,1,16735.26,16568.74,12/15/2025 12:00:00 AM
167,1,16751.34,16584.66,12/12/2025 12:00:00 AM
168,1,16771.44,16604.56,12/11/2025 12:00:00 AM
169,1,16760.38,16593.62,12/10/2025 12:00:00 AM
170,1,16771.44,16604.56,12/9/2025 12:00:00 AM
171,1,16738.28,16571.72,12/8/2025 12:00:00 AM
172,1,16729.23,16562.77,12/5/2025 12:00:00 AM
173,1,16715.16,16548.84,12/4/2025 12:00:00 AM
174,1,16715.16,16548.84,12/3/2025 12:00:00 AM
175,1,16751.34,16584.66,12/2/2025 12:00:00 AM
176,1,16744.31,16577.69,12/1/2025 12:00:00 AM
177,1,16727.22,16560.78,11/28/2025 12:00:00 AM
178,1,16756.37,16589.63,11/27/2025 12:00:00 AM
179,1,16750.33,16583.67,11/26/2025 12:00:00 AM
180,1,16792.54,16625.46,11/25/2025 12:00:00 AM
181,1,16802.6,16635.4,11/24/2025 12:00:00 AM
182,1,16825.71,16658.29,11/21/2025 12:00:00 AM
183,1,16815.66,16648.34,11/20/2025 12:00:00 AM
184,1,16843.8,16676.2,11/19/2025 12:00:00 AM
185,1,16817.67,16650.33,11/18/2025 12:00:00 AM
186,1,16793.55,16626.45,11/17/2025 12:00:00 AM
187,1,16815.66,16648.34,11/14/2025 12:00:00 AM
188,1,16805.61,16638.39,11/13/2025 12:00:00 AM
189,1,16781.49,16614.51,11/12/2025 12:00:00 AM
190,1,16749.33,16582.67,11/11/2025 12:00:00 AM
191,1,16787.52,16620.48,11/10/2025 12:00:00 AM
192,1,16790.53,16623.47,11/7/2025 12:00:00 AM
193,1,16812.65,16645.35,11/6/2025 12:00:00 AM
194,1,16807.62,16640.38,11/5/2025 12:00:00 AM
195,1,16747.32,16580.68,11/4/2025 12:00:00 AM
196,1,16708.13,16541.88,11/3/2025 12:00:00 AM
197,1,16723.2,16556.8,10/31/2025 12:00:00 AM
198,1,16714.15,16547.85,10/30/2025 12:00:00 AM
199,1,16705.11,16538.89,10/29/2025 12:00:00 AM
200,1,16711.14,16544.86,10/28/2025 12:00:00 AM
201,1,16713.15,16546.85,10/27/2025 12:00:00 AM
202,1,16728.22,16561.78,10/24/2025 12:00:00 AM
203,1,16700.08,16533.92,10/23/2025 12:00:00 AM
204,1,16671.94,16506.06,10/22/2025 12:00:00 AM
205,1,16667.92,16502.08,10/21/2025 12:00:00 AM
206,1,16672.95,16507.05,10/20/2025 12:00:00 AM
207,1,16662.9,16497.1,10/17/2025 12:00:00 AM
208,1,16659.88,16494.12,10/16/2025 12:00:00 AM
209,1,16659.88,16494.12,10/15/2025 12:00:00 AM
210,1,16662.9,16497.1,10/14/2025 12:00:00 AM
211,1,16667.92,16502.08,10/13/2025 12:00:00 AM
212,1,16616.67,16451.33,10/10/2025 12:00:00 AM
213,1,16689.03,16522.97,10/9/2025 12:00:00 AM
214,1,16642.8,16477.2,10/8/2025 12:00:00 AM
215,1,16680.99,16515.01,10/7/2025 12:00:00 AM
216,1,16694.06,16527.94,10/6/2025 12:00:00 AM
217,1,16695.06,16528.94,10/3/2025 12:00:00 AM
218,1,16763.4,16596.6,10/2/2025 12:00:00 AM
219,1,16775.46,16608.54,10/1/2025 12:00:00 AM
220,1,16763.4,16596.6,9/30/2025 12:00:00 AM
221,1,16858.88,16691.13,9/29/2025 12:00:00 AM
222,1,16835.76,16668.24,9/26/2025 12:00:00 AM
223,1,16763.4,16596.6,9/25/2025 12:00:00 AM
224,1,16719.18,16552.82,9/24/2025 12:00:00 AM
225,1,16690.03,16523.97,9/23/2025 12:00:00 AM
226,1,16660.89,16495.11,9/22/2025 12:00:00 AM
227,1,16580.49,16415.51,9/19/2025 12:00:00 AM
228,1,16512.15,16347.85,9/18/2025 12:00:00 AM
229,1,16466.92,16303.08,9/17/2025 12:00:00 AM
230,1,16487.03,16322.98,9/16/2025 12:00:00 AM
231,1,16472.96,16309.05,9/15/2025 12:00:00 AM
232,1,16550.34,16385.66,9/12/2025 12:00:00 AM
233,1,16539.28,16374.72,9/11/2025 12:00:00 AM
234,1,16544.31,16379.69,9/10/2025 12:00:00 AM
235,1,16429.74,16266.26,9/9/2025 12:00:00 AM
236,1,16520.19,16355.81,9/8/2025 12:00:00 AM
237,1,16506.12,16341.88,9/4/2025 12:00:00 AM
238,1,16500.09,16335.91,9/3/2025 12:00:00 AM
239,1,16545.31,16380.68,9/2/2025 12:00:00 AM
240,1,16543.31,16378.69,9/1/2025 12:00:00 AM
241,1,16437.78,16274.22,8/29/2025 12:00:00 AM
242,1,16436.78,16273.23,8/28/2025 12:00:00 AM
243,1,16358.39,16195.61,8/27/2025 12:00:00 AM
244,1,16336.27,16173.73,8/26/2025 12:00:00 AM
245,1,16421.7,16258.3,8/25/2025 12:00:00 AM
246,1,16364.42,16201.58,8/22/2025 12:00:00 AM
247,1,16372.45,16209.55,8/21/2025 12:00:00 AM
248,1,16322.2,16159.8,8/20/2025 12:00:00 AM
249,1,16242.81,16081.19,8/19/2025 12:00:00 AM
250,1,16189.55,16028.45,8/15/2025 12:00:00 AM
251,1,16318.18,16155.82,8/14/2025 12:00:00 AM
252,1,16379.49,16216.51,8/13/2025 12:00:00 AM
253,1,16334.26,16171.74,8/12/2025 12:00:00 AM
254,1,16380.5,16217.5,8/11/2025 12:00:00 AM
255,1,16393.56,16230.44,8/8/2025 12:00:00 AM
256,1,16460.9,16297.1,8/7/2025 12:00:00 AM
257,1,16469.94,16306.06,8/6/2025 12:00:00 AM
258,1,16469.94,16306.06,8/5/2025 12:00:00 AM
259,1,16576.47,16411.53,8/4/2025 12:00:00 AM
260,1,16541.29,16376.7,8/1/2025 12:00:00 AM
261,1,16468.94,16305.07,7/31/2025 12:00:00 AM
262,1,16480.99,16317,7/30/2025 12:00:00 AM
263,1,16422.71,16259.3,7/29/2025 12:00:00 AM
264,1,16406.63,16243.38,7/28/2025 12:00:00 AM
265,1,16364.42,16201.58,7/25/2025 12:00:00 AM
266,1,16379.49,16216.51,7/24/2025 12:00:00 AM
267,1,16388.53,16225.47,7/23/2025 12:00:00 AM
268,1,16411.65,16248.35,7/22/2025 12:00:00 AM
269,1,16382.5,16219.5,7/21/2025 12:00:00 AM
270,1,16410.65,16247.35,7/18/2025 12:00:00 AM
271,1,16369.44,16206.56,7/17/2025 12:00:00 AM
272,1,16362.41,16199.59,7/16/2025 12:00:00 AM
273,1,16328.24,16165.76,7/15/2025 12:00:00 AM
274,1,16302.1,16139.9,7/14/2025 12:00:00 AM
275,1,16301.1,16138.9,7/11/2025 12:00:00 AM
276,1,16335.27,16172.73,7/10/2025 12:00:00 AM
277,1,16319.19,16156.81,7/9/2025 12:00:00 AM
278,1,16318.18,16155.82,7/8/2025 12:00:00 AM
279,1,16285.02,16122.98,7/7/2025 12:00:00 AM
280,1,16290.05,16127.95,7/4/2025 12:00:00 AM
281,1,16317.18,16154.82,7/3/2025 12:00:00 AM
282,1,16272.96,16111.04,7/2/2025 12:00:00 AM
283,1,16312.16,16149.84,7/1/2025 12:00:00 AM
284,1,16314.17,16151.83,6/30/2025 12:00:00 AM
285,1,16373.46,16210.54,6/26/2025 12:00:00 AM
286,1,16451.85,16288.15,6/25/2025 12:00:00 AM
287,1,16566.42,16401.58,6/24/2025 12:00:00 AM
288,1,16480.99,16317,6/23/2025 12:00:00 AM
289,1,16459.89,16296.11,6/20/2025 12:00:00 AM
290,1,16400.6,16237.41,6/19/2025 12:00:00 AM
291,1,16362.41,16199.59,6/18/2025 12:00:00 AM
292,1,16377.48,16214.52,6/17/2025 12:00:00 AM
293,1,16374.47,16211.53,6/16/2025 12:00:00 AM
294,1,16318.18,16155.82,6/13/2025 12:00:00 AM
295,1,16346.33,16183.67,6/12/2025 12:00:00 AM
296,1,16357.38,16194.62,6/11/2025 12:00:00 AM
297,1,16358.39,16195.61,6/10/2025 12:00:00 AM
298,1,16386.53,16223.48,6/5/2025 12:00:00 AM
299,1,16369.44,16206.56,6/4/2025 12:00:00 AM
300,1,16378.49,16215.51,6/3/2025 12:00:00 AM
301,1,16381.5,16218.5,6/2/2025 12:00:00 AM
302,1,16336.27,16173.73,5/28/2025 12:00:00 AM
303,1,16288.03,16125.97,5/27/2025 12:00:00 AM
304,1,16370.44,16207.56,5/26/2025 12:00:00 AM
305,1,16394.56,16231.43,5/23/2025 12:00:00 AM
306,1,16495.06,16330.93,5/22/2025 12:00:00 AM
307,1,16488.03,16323.97,5/21/2025 12:00:00 AM
308,1,16537.28,16372.73,5/20/2025 12:00:00 AM
309,1,16506.12,16341.88,5/19/2025 12:00:00 AM
310,1,16617.67,16452.33,5/16/2025 12:00:00 AM
311,1,16650.84,16485.16,5/15/2025 12:00:00 AM
312,1,16614.66,16449.34,5/14/2025 12:00:00 AM
313,1,16579.49,16414.51,5/9/2025 12:00:00 AM
314,1,16615.67,16450.33,5/8/2025 12:00:00 AM
315,1,16554.36,16389.64,5/7/2025 12:00:00 AM
316,1,16503.1,16338.9,5/6/2025 12:00:00 AM
317,1,16575.47,16410.53,5/5/2025 12:00:00 AM
318,1,16762.4,16595.6,5/2/2025 12:00:00 AM
319,1,16870.94,16703.06,4/30/2025 12:00:00 AM
320,1,16946.31,16777.69,4/29/2025 12:00:00 AM
321,1,16913.15,16744.85,4/28/2025 12:00:00 AM
322,1,16968.42,16799.58,4/25/2025 12:00:00 AM
323,1,16964.4,16795.6,4/24/2025 12:00:00 AM
324,1,16946.31,16777.69,4/23/2025 12:00:00 AM
325,1,16892.04,16723.96,4/22/2025 12:00:00 AM
326,1,16917.17,16748.83,4/21/2025 12:00:00 AM
327,1,16929.22,16760.78,4/17/2025 12:00:00 AM
328,1,16899.08,16730.92,4/16/2025 12:00:00 AM
329,1,16856.87,16689.13,4/15/2025 12:00:00 AM
330,1,16889.03,16720.97,4/14/2025 12:00:00 AM
331,1,16862.9,16695.1,4/11/2025 12:00:00 AM
332,1,17027.72,16858.28,4/10/2025 12:00:00 AM
333,1,16933.24,16764.76,4/9/2025 12:00:00 AM
334,1,16648.83,16483.17,4/8/2025 12:00:00 AM
335,1,16670.94,16505.06,3/27/2025 12:00:00 AM
336,1,16705.11,16538.89,3/26/2025 12:00:00 AM
337,1,16643.81,16478.19,3/25/2025 12:00:00 AM
338,1,16583.51,16418.49,3/24/2025 12:00:00 AM
339,1,16563.4,16398.6,3/21/2025 12:00:00 AM
340,1,16610.64,16445.36,3/20/2025 12:00:00 AM
341,1,16514.16,16349.84,3/19/2025 12:00:00 AM
342,1,16460.9,16297.1,3/18/2025 12:00:00 AM
343,1,16473.96,16310.04,3/17/2025 12:00:00 AM
344,1,16510.14,16345.86,3/14/2025 12:00:00 AM
345,1,16535.26,16370.74,3/13/2025 12:00:00 AM
346,1,16512.15,16347.85,3/12/2025 12:00:00 AM
347,1,16407.63,16244.37,3/11/2025 12:00:00 AM
348,1,16417.68,16254.32,3/10/2025 12:00:00 AM
349,1,16396.58,16233.42,3/7/2025 12:00:00 AM
350,1,16452.85,16289.15,3/6/2025 12:00:00 AM
351,1,16525.22,16360.78,3/5/2025 12:00:00 AM
352,1,16588.53,16423.47,3/4/2025 12:00:00 AM
353,1,16657.88,16492.13,3/3/2025 12:00:00 AM
354,1,16513.15,16348.84,2/28/2025 12:00:00 AM
355,1,16468.94,16305.07,2/27/2025 12:00:00 AM
356,1,16397.58,16234.42,2/26/2025 12:00:00 AM
357,1,16384.51,16221.49,2/25/2025 12:00:00 AM
358,1,16381.5,16218.5,2/24/2025 12:00:00 AM
359,1,16425.72,16262.28,2/21/2025 12:00:00 AM
360,1,16438.78,16275.22,2/20/2025 12:00:00 AM
361,1,16356.38,16193.63,2/19/2025 12:00:00 AM
362,1,16289.04,16126.96,2/18/2025 12:00:00 AM
363,1,16366.42,16203.58,2/17/2025 12:00:00 AM
364,1,16446.83,16283.17,2/14/2025 12:00:00 AM
365,1,16445.82,16282.18,2/13/2025 12:00:00 AM
366,1,16461.9,16298.1,2/12/2025 12:00:00 AM
367,1,16431.75,16268.25,2/11/2025 12:00:00 AM
368,1,16406.63,16243.38,2/10/2025 12:00:00 AM
369,1,16411.65,16248.35,2/7/2025 12:00:00 AM
370,1,16389.54,16226.46,2/6/2025 12:00:00 AM
371,1,16446.83,16283.17,2/5/2025 12:00:00 AM
372,1,16535.26,16370.74,2/4/2025 12:00:00 AM
373,1,16393.56,16230.44,2/3/2025 12:00:00 AM
374,1,16340.3,16177.7,1/31/2025 12:00:00 AM
375,1,16281,16119,1/30/2025 12:00:00 AM
376,1,16357.38,16194.62,1/24/2025 12:00:00 AM
377,1,16408.63,16245.36,1/23/2025 12:00:00 AM
378,1,16412.65,16249.34,1/22/2025 12:00:00 AM
379,1,16453.86,16290.14,1/21/2025 12:00:00 AM
380,1,16454.87,16291.14,1/20/2025 12:00:00 AM
381,1,16459.89,16296.11,1/17/2025 12:00:00 AM
382,1,16392.56,16229.44,1/16/2025 12:00:00 AM
383,1,16346.33,16183.67,1/15/2025 12:00:00 AM
384,1,16362.41,16199.59,1/14/2025 12:00:00 AM
385,1,16274.97,16113.03,1/13/2025 12:00:00 AM
386,1,16319.19,16156.81,1/10/2025 12:00:00 AM
387,1,16282,16120,1/9/2025 12:00:00 AM
388,1,16249.84,16088.16,1/8/2025 12:00:00 AM
389,1,16273.97,16112.03,1/7/2025 12:00:00 AM
390,1,16298.08,16135.92,1/6/2025 12:00:00 AM
391,1,16317.18,16154.82,1/3/2025 12:00:00 AM
392,1,16237.78,16076.22,1/2/2025 12:00:00 AM
393,1,16242.81,16081.19,12/31/2024 12:00:00 AM
394,1,16332.25,16169.75,12/30/2024 12:00:00 AM
395,1,16289.04,16126.96,12/27/2024 12:00:00 AM
396,1,16239.8,16078.2,12/24/2024 12:00:00 AM
397,1,16351.35,16188.65,12/23/2024 12:00:00 AM
398,1,16358.39,16195.61,12/20/2024 12:00:00 AM
399,1,16180.5,16019.5,12/19/2024 12:00:00 AM
400,1,16130.25,15969.75,12/18/2024 12:00:00 AM
401,1,16099.09,15938.91,12/17/2024 12:00:00 AM
402,1,16066.93,15907.07,12/16/2024 12:00:00 AM
403,1,16018.69,15859.31,12/13/2024 12:00:00 AM
404,1,15984.52,15825.48,12/12/2024 12:00:00 AM
405,1,15953.37,15794.63,12/11/2024 12:00:00 AM
406,1,15940.31,15781.69,12/10/2024 12:00:00 AM
407,1,15927.24,15768.76,12/9/2024 12:00:00 AM
408,1,15971.46,15812.54,12/6/2024 12:00:00 AM
409,1,16036.78,15877.22,12/5/2024 12:00:00 AM
410,1,16029.75,15870.25,12/4/2024 12:00:00 AM
411,1,15984.52,15825.48,12/3/2024 12:00:00 AM
412,1,15935.28,15776.72,12/2/2024 12:00:00 AM
413,1,15943.32,15784.68,11/29/2024 12:00:00 AM
414,1,16009.65,15850.35,11/28/2024 12:00:00 AM
415,1,15943.32,15784.68,11/26/2024 12:00:00 AM
416,1,15990.56,15831.44,11/25/2024 12:00:00 AM
417,1,16021.71,15862.29,11/22/2024 12:00:00 AM
418,1,15937.29,15778.71,11/21/2024 12:00:00 AM
419,1,15895.08,15736.92,11/20/2024 12:00:00 AM
420,1,15927.24,15768.76,11/19/2024 12:00:00 AM
421,1,15967.44,15808.56,11/18/2024 12:00:00 AM
422,1,15952.36,15793.64,11/15/2024 12:00:00 AM
423,1,15860.91,15703.09,11/14/2024 12:00:00 AM
424,1,15849.85,15692.15,11/13/2024 12:00:00 AM
425,1,15755.39,15598.61,11/12/2024 12:00:00 AM
426,1,15749.35,15592.65,11/11/2024 12:00:00 AM
427,1,15845.83,15688.17,11/8/2024 12:00:00 AM
428,1,15919.2,15760.8,11/7/2024 12:00:00 AM
429,1,15844.83,15687.17,11/6/2024 12:00:00 AM
430,1,15829.75,15672.25,11/5/2024 12:00:00 AM
431,1,15801.61,15644.39,11/4/2024 12:00:00 AM
432,1,15783.52,15626.48,11/1/2024 12:00:00 AM
433,1,15810.66,15653.34,10/31/2024 12:00:00 AM
434,1,15838.8,15681.2,10/30/2024 12:00:00 AM
435,1,15807.65,15650.35,10/29/2024 12:00:00 AM
436,1,15707.15,15550.85,10/28/2024 12:00:00 AM
437,1,15670.97,15515.03,10/25/2024 12:00:00 AM
438,1,15698.1,15541.9,10/24/2024 12:00:00 AM
439,1,15637.8,15482.2,10/23/2024 12:00:00 AM
440,1,15542.33,15387.67,10/22/2024 12:00:00 AM
441,1,15543.33,15388.67,10/21/2024 12:00:00 AM
442,1,15593.58,15438.42,10/18/2024 12:00:00 AM
443,1,15613.68,15458.32,10/17/2024 12:00:00 AM
444,1,15632.77,15477.23,10/16/2024 12:00:00 AM
445,1,15658.91,15503.09,10/15/2024 12:00:00 AM
446,1,15687.05,15530.95,10/14/2024 12:00:00 AM
447,1,15736.29,15579.71,10/11/2024 12:00:00 AM
448,1,15685.03,15528.97,10/10/2024 12:00:00 AM
449,1,15749.35,15592.65,10/9/2024 12:00:00 AM
450,1,15758.4,15601.6,10/8/2024 12:00:00 AM
451,1,15572.48,15417.52,10/7/2024 12:00:00 AM
452,1,15470.97,15317.03,10/4/2024 12:00:00 AM
453,1,15323.24,15170.76,10/3/2024 12:00:00 AM
454,1,15280.02,15127.98,10/2/2024 12:00:00 AM
455,1,15219.72,15068.28,10/1/2024 12:00:00 AM
456,1,15213.69,15062.31,9/30/2024 12:00:00 AM
457,1,15246.85,15095.15,9/27/2024 12:00:00 AM
458,1,15167.46,15016.54,9/26/2024 12:00:00 AM
459,1,15261.93,15110.07,9/25/2024 12:00:00 AM
460,1,15266.95,15115.05,9/24/2024 12:00:00 AM
461,1,15175.5,15024.5,9/23/2024 12:00:00 AM
462,1,15363.43,15210.57,9/20/2024 12:00:00 AM
463,1,15426.75,15273.25,9/19/2024 12:00:00 AM
464,1,15414.69,15261.31,9/18/2024 12:00:00 AM
465,1,15482.02,15327.98,9/17/2024 12:00:00 AM
466,1,15498.1,15343.9,9/13/2024 12:00:00 AM
