NO,Nilai,Kurs Jual,Kurs Beli,Tanggal
1125,1,14414.72,14271.29,12/20/2021 12:00:00 AM
1126,1,14414.72,14271.29,12/17/2021 12:00:00 AM
1127,1,14408.69,14265.32,12/16/2021 12:00:00 AM
1128,1,14419.74,14276.26,12/15/2021 12:00:00 AM
1129,1,14417.73,14274.27,12/14/2021 12:00:00 AM
1130,1,14449.89,14306.11,12/13/2021 12:00:00 AM
1131,1,14422.76,14279.25,12/10/2021 12:00:00 AM
1132,1,14419.74,14276.26,12/9/2021 12:00:00 AM
1133,1,14480.04,14335.96,12/8/2021 12:00:00 AM
1134,1,14513.21,14368.8,12/7/2021 12:00:00 AM
1135,1,14480.04,14335.96,12/6/2021 12:00:00 AM
1136,1,14449.89,14306.11,12/3/2021 12:00:00 AM
1137,1,14424.77,14281.24,12/2/2021 12:00:00 AM
1138,1,14391.6,14248.4,12/1/2021 12:00:00 AM
1139,1,14411.7,14268.3,11/30/2021 12:00:00 AM
1140,1,14351.4,14208.6,11/29/2021 12:00:00 AM
1141,1,14351.4,14208.6,11/26/2021 12:00:00 AM
1142,1,14343.36,14200.64,11/25/2021 12:00:00 AM
1143,1,14343.36,14200.64,11/24/2021 12:00:00 AM
1144,1,14326.28,14183.73,11/23/2021 12:00:00 AM
1145,1,14308.19,14165.82,11/22/2021 12:00:00 AM
1146,1,14302.16,14159.85,11/19/2021 12:00:00 AM
1147,1,14330.3,14187.71,11/18/2021 12:00:00 AM
1148,1,14282.06,14139.95,11/17/2021 12:00:00 AM
1149,1,14277.03,14134.97,11/16/2021 12:00:00 AM
1150,1,14314.22,14171.79,11/15/2021 12:00:00 AM
1151,1,14359.44,14216.56,11/12/2021 12:00:00 AM
1152,1,14324.27,14181.74,11/11/2021 12:00:00 AM
1153,1,14304.17,14161.84,11/10/2021 12:00:00 AM
1154,1,14339.34,14196.66,11/9/2021 12:00:00 AM
1155,1,14445.87,14302.13,11/8/2021 12:00:00 AM
1156,1,14398.64,14255.37,11/5/2021 12:00:00 AM
1157,1,14372.51,14229.5,11/4/2021 12:00:00 AM
1158,1,14332.31,14189.7,11/3/2021 12:00:00 AM
1159,1,14306.18,14163.83,11/2/2021 12:00:00 AM
1160,1,14241.86,14100.15,11/1/2021 12:00:00 AM
1161,1,14270,14128.01,10/29/2021 12:00:00 AM
1162,1,14254.92,14113.08,10/28/2021 12:00:00 AM
1163,1,14235.83,14094.18,10/27/2021 12:00:00 AM
1164,1,14253.92,14112.09,10/26/2021 12:00:00 AM
1165,1,14232.81,14091.19,10/25/2021 12:00:00 AM
1166,1,14203.67,14062.34,10/22/2021 12:00:00 AM
1167,1,14150.4,14009.6,10/21/2021 12:00:00 AM
1168,1,14166.48,14025.52,10/19/2021 12:00:00 AM
1169,1,14154.42,14013.58,10/18/2021 12:00:00 AM
1170,1,14225.78,14084.23,10/15/2021 12:00:00 AM
1171,1,14292.11,14149.9,10/14/2021 12:00:00 AM
1172,1,14288.09,14145.92,10/13/2021 12:00:00 AM
1173,1,14281.05,14138.95,10/12/2021 12:00:00 AM
1174,1,14296.13,14153.88,10/11/2021 12:00:00 AM
1175,1,14309.19,14166.81,10/8/2021 12:00:00 AM
1176,1,14316.23,14173.78,10/7/2021 12:00:00 AM
1177,1,14331.3,14188.7,10/6/2021 12:00:00 AM
1178,1,14347.38,14204.62,10/5/2021 12:00:00 AM
1179,1,14386.58,14243.43,10/4/2021 12:00:00 AM
1180,1,14392.61,14249.4,10/1/2021 12:00:00 AM
1181,1,14378.54,14235.47,9/30/2021 12:00:00 AM
1182,1,14340.35,14197.66,9/29/2021 12:00:00 AM
1183,1,14329.29,14186.71,9/28/2021 12:00:00 AM
1184,1,14321.25,14178.75,9/27/2021 12:00:00 AM
1185,1,14327.28,14184.72,9/24/2021 12:00:00 AM
1186,1,14320.25,14177.76,9/23/2021 12:00:00 AM
1187,1,14315.22,14172.78,9/22/2021 12:00:00 AM
1188,1,14322.26,14179.75,9/21/2021 12:00:00 AM
1189,1,14304.17,14161.84,9/20/2021 12:00:00 AM
1190,1,14309.19,14166.81,9/17/2021 12:00:00 AM
1191,1,14323.26,14180.74,9/16/2021 12:00:00 AM
1192,1,14328.29,14185.72,9/15/2021 12:00:00 AM
1193,1,14331.3,14188.7,9/14/2021 12:00:00 AM
1194,1,14296.13,14153.88,9/13/2021 12:00:00 AM
1195,1,14343.36,14200.64,9/10/2021 12:00:00 AM
1196,1,14337.33,14194.67,9/9/2021 12:00:00 AM
1197,1,14265.98,14124.03,9/8/2021 12:00:00 AM
1198,1,14310.2,14167.81,9/7/2021 12:00:00 AM
1199,1,14332.31,14189.7,9/6/2021 12:00:00 AM
1200,1,14352.41,14209.6,9/3/2021 12:00:00 AM
1201,1,14355.42,14212.58,9/2/2021 12:00:00 AM
1202,1,14377.53,14234.47,9/1/2021 12:00:00 AM
